game,team,difficulty,formation,lineup
Istanbulspor vs. Trabzonspor - Friday August 5 - 2022,Istanbulspor,hard,5-4-1,JENSEN;ERDOGAN;YESIL;AKSU;YASAR;BERBER;YAZGAN;KABASAKAL;TOPALLI;ABAZAJ;YILMAZ
Galatasaray vs. Besiktas - Saturday November 5 - 2022,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;TASDEMIR;BOEY;TORREIRA;OLIVEIRA;YILMAZ;RASHICA;MERTENS;ICARDI
Giresunspor vs. Istanbulspor - Saturday November 5 - 2022,Giresunspor,hard,4-2-3-1,PIRI;PEREZ;ARIAS;ULUDAG;ULVAN;CAMPUZANO;MEJIA;SAGLAM;SERGINHO;SAINZ;BAJIC
Giresunspor vs. Istanbulspor - Saturday November 5 - 2022,Istanbulspor,hard,4-1-4-1,JENSEN;MEHREMIC;ERDOGAN;YASAR;BERBER;KABASAKAL;SARIKAYA;RROCA;ETHEMI;TOPALLI;YILMAZ
Antalyaspor vs. Fatih Karagumruk - Sunday November 6 - 2022,Antalyaspor,hard,3-4-3,UYSAL;LUYINDAMA;SARI;VURAL;KUDRYASHOV;BALCI;AKYOL;FERNANDO;LARSSON;NAKAJIMA;WRIGHT
Antalyaspor vs. Fatih Karagumruk - Sunday November 6 - 2022,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;DRESEVIC;BANIYA;BIRASCHI;ERKIN;OZDOEV;DURMAZ;SHUKUROV;COLLEY;KOUASSI;DIAGNE
Gaziantep FK vs. Kayserispor - Sunday November 6 - 2022,Gaziantep FK,hard,3-4-3,GUVENC;DJILOBODJI;ERSOY;HANOUSEK;KITSIOU;JEVTOVIC;SOYALP;MERKEL;MAXIM;SAGAL;FIGUEIREDO
Gaziantep FK vs. Kayserispor - Sunday November 6 - 2022,Kayserispor,hard,4-1-4-1,BAYAZIT;HOSSEINI;KOLOVETSIOS;CAROLE;BULUT;SAZDAGI;KEMEN;CAMPANHARO;MENSAH;CARDOSO;GAVRANOVIC
Trabzonspor vs. Konyaspor - Sunday November 6 - 2022,Konyaspor,hard,4-1-4-1,SEHIC;CALVO;DEMIRBAG;GUILHERME;OGUZ;HADZIAHMETOVIC;PAZ;DIKMEN;MICHALAK;BYTYQI;DIOUF
Trabzonspor vs. Konyaspor - Sunday November 6 - 2022,Trabzonspor,easy,4-2-3-1,CAKIR;VITOR HUGO;GBAMIN;DENSWIL;BARTRA;TURKMEN;HAMSIK;OMUR;BAKASETAS;TREZEGUET;GOMEZ
Fenerbahce vs. Sivasspor - Monday November 7 - 2022,Fenerbahce,easy,4-1-3-2,BAYINDIR;SZALAI;AZIZ;KADIOGLU;ALIOSKI;ARAO;CRESPO;KAHVECI;MOR;VALENCIA;BATSHUAYI
Fenerbahce vs. Sivasspor - Monday November 7 - 2022,Sivasspor,hard,4-2-3-1,VURAL;OSMANPASA;APPINDANGOYE;YALCIN;ERDAL;YESILYURT;KEITA;ULVESTAD;SABA;GRADEL;YATABARE
Hatayspor vs. Basaksehir - Monday November 7 - 2022,Basaksehir,hard,4-1-4-1,BABACAN;TOUBA;DUARTE;NDAYISHIMIYE;KALDIRIM;SAHINER;OZCAN;ALEKSIC;CHOUIAR;TURUC;OKAKA
Hatayspor vs. Basaksehir - Monday November 7 - 2022,Hatayspor,hard,4-1-4-1,KARDESLER;OKSUZ;VRANJES;KANAK;ADEKUGBE;COREKCI;ERGUN;AABID;RIBEIRO;EL KAABI;YILDIRIM
Alanyaspor vs. Adana Demirspor - Friday November 11 - 2022,Adana Demirspor,hard,4-2-3-1,OZBIR;RAKITSKYI;AKAYDIN;RODRIGUES;SVENSSON;STAMBOULI;NDIAYE;AKBABA;BELHANDA;AKINTOLA;GULBRANDSEN
Alanyaspor vs. Adana Demirspor - Friday November 11 - 2022,Alanyaspor,hard,3-4-3,RUNARSSON;AKSOY;BALKOVEC;PEREIRA;FER;DOUMBIA;GUNES;OZDEMIR;KARACA;AYDIN;AHMED HASSAN
Ankaragucu vs. Trabzonspor - Friday November 11 - 2022,Ankaragucu,hard,4-1-4-1,GUNGORDU;RADAKOVIC;MUJAKIC;GURELER;MALCUIT;CIGERCI;ANTALYALI;PEDRINHO;BERIDZE;KILINC;SOWE
Ankaragucu vs. Trabzonspor - Friday November 11 - 2022,Trabzonspor,easy,4-2-3-1,CAKIR;GBAMIN;VITOR HUGO;BARTRA;ELMALI;STRYGER;HAMSIK;BARDHI;YAZICI;OMUR;GOMEZ
Basaksehir vs. Galatasaray - Saturday November 12 - 2022,Basaksehir,hard,4-1-4-1,SENGEZER;DUARTE;NDAYISHIMIYE;KALDIRIM;JUNIOR CAICARA;BIGLIA;TEKDEMIR;OZCAN;CHOUIAR;TRAORE;KENY
Basaksehir vs. Galatasaray - Saturday November 12 - 2022,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;TASDEMIR;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Fenerbahce vs. Giresunspor - Saturday November 12 - 2022,Fenerbahce,easy,4-1-3-2,BAYINDIR;SZALAI;AZIZ;ALIOSKI;KADIOGLU;ARAO;ZAJC;ROSSI;KAHVECI;JOAO PEDRO;VALENCIA
Fenerbahce vs. Giresunspor - Saturday November 12 - 2022,Giresunspor,hard,4-2-3-1,PIRI;PEREZ;ARIAS;ULUDAG;MEJIA;CAMPUZANO;SAGLAM;SAINZ;SERGINHO;KUWAS;BAJIC
Sivasspor vs. Umraniyespor - Saturday November 12 - 2022,Sivasspor,hard,4-2-3-1,VURAL;OSMANPASA;YALCIN;GOUTAS;ERDAL;YESILYURT;ULVESTAD;SABA;GRADEL;N'JIE;YATABARE
Sivasspor vs. Umraniyespor - Saturday November 12 - 2022,Umraniyespor,hard,4-1-4-1,OZDEMIR;GLUMAC;ALLYSON;ATASAYAR;POPOV;SACKEY;GOKSU;AVOUNOU;DEL VALLE;GERALDO;NAYIR
Fatih Karagumruk vs. Gaziantep FK - Sunday November 13 - 2022,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;DRESEVIC;BANIYA;BIRASCHI;DURSUN;OZDOEV;DURMAZ;LAWRENCE NICHOLAS;KOUASSI;COLLEY;BORINI
Fatih Karagumruk vs. Gaziantep FK - Sunday November 13 - 2022,Gaziantep FK,hard,3-4-3,GUVENC;TOSCA;ERSOY;KIZILDAG;HANOUSEK;KITSIOU;JEVTOVIC;MERKEL;MAXIM;SAGAL;FIGUEIREDO
Istanbulspor vs. Hatayspor - Sunday November 13 - 2022,Hatayspor,hard,4-1-4-1,KARDESLER;OKSUZ;YILMAZ;KANAK;ADEKUGBE;COREKCI;ERGUN;AABID;RIBEIRO;EL KAABI;ZE LUIS
Istanbulspor vs. Hatayspor - Sunday November 13 - 2022,Istanbulspor,hard,4-1-4-1,JENSEN;YESIL;OLOGO;ERDOGAN;AKSU;BERBER;KABASAKAL;RROCA;ETHEMI;TOPALLI;YILMAZ
Kayserispor vs. Konyaspor - Sunday November 13 - 2022,Kayserispor,hard,4-1-4-1,BAYAZIT;KOLOVETSIOS;HOSSEINI;CAROLE;BULUT;KEMEN;CAMPANHARO;MENSAH;BASSAN;GAVRANOVIC;THIAM
Kayserispor vs. Konyaspor - Sunday November 13 - 2022,Konyaspor,hard,4-1-4-1,SEHIC;CALVO;YAZGILI;GUILHERME;OGUZ;HADZIAHMETOVIC;PAZ;DIKMEN;MICHALAK;BYTYQI;DIOUF
Antalyaspor vs. Ankaragucu - Friday December 23 - 2022,Ankaragucu,hard,4-1-4-1,GUNGORDU;MUJAKIC;RADAKOVIC;GURELER;MALCUIT;CIGERCI;ANTALYALI;PEDRINHO;BERIDZE;KILINC;SOWE
Antalyaspor vs. Ankaragucu - Friday December 23 - 2022,Antalyaspor,hard,4-4-2,UYSAL;TOPRAK;SARI;VURAL;BALCI;FERNANDO;AKYOL;LARSSON;GHACHA;LUIZ ADRIANO;WRIGHT
Umraniyespor vs. Basaksehir - Friday December 23 - 2022,Basaksehir,hard,4-1-4-1,BABACAN;TOUBA;NDAYISHIMIYE;LIMA;OZBAYRAKLI;TEKDEMIR;OZCAN;ALEKSIC;CHOUIAR;GURLER;OKAKA
Umraniyespor vs. Basaksehir - Friday December 23 - 2022,Umraniyespor,hard,4-1-4-1,KIRINTILI;ESER;ALLYSON;ATASAYAR;POPOV;SACKEY;GOKSU;AVOUNOU;DEL VALLE;GERALDO;NAYIR
Hatayspor vs. Giresunspor - Saturday December 24 - 2022,Giresunspor,hard,4-2-3-1,PIRI;SEVEN;ULUDAG;BILAZER;CAMPUZANO;MEJIA;SAGLAM;SAINZ;SERGINHO;KUWAS;BAJIC
Hatayspor vs. Giresunspor - Saturday December 24 - 2022,Hatayspor,hard,4-2-3-1,KARDESLER;OKSUZ;VRANJES;ADEKUGBE;COREKCI;ERGUN;CAGIRAN;RIBEIRO;LOBJANIDZE;ZE LUIS;EL KAABI
Kasimpasa vs. Sivasspor - Saturday December 24 - 2022,Kasimpasa,hard,4-2-3-1,TASKIRAN;GRAOVAC;BRUMA;PETRETTA;TIRPAN;KARA;HADERGJONAJ;HAJRADINOVIC;BEN OUANES;FALL;KOITA
Kasimpasa vs. Sivasspor - Saturday December 24 - 2022,Sivasspor,hard,3-1-4-2,VURAL;CAMARA;GOUTAS;OSMANPASA;YALCIN;CIFTCI;YESILYURT;ULVESTAD;CHARISIS;SABA;YATABARE
Trabzonspor vs. Fenerbahce - Saturday December 24 - 2022,Fenerbahce,easy,3-4-3,BAYINDIR;SZALAI;GUSTAVO HENRIQUE;AZIZ;KADIOGLU;OSAYI-SAMUEL;ARAO;CRESPO;KAHVECI;BATSHUAYI;KING
Trabzonspor vs. Fenerbahce - Saturday December 24 - 2022,Trabzonspor,easy,4-2-3-1,CAKIR;VITOR HUGO;BARTRA;ELMALI;STRYGER;SIOPIS;OMUR;BAKASETAS;TREZEGUET;VISCA;GOMEZ
Adana Demirspor vs. Fatih Karagumruk - Sunday December 25 - 2022,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;AKAYDIN;RODRIGUES;SVENSSON;NDIAYE;STAMBOULI;AKBABA;ONYEKURU;AKINTOLA;GULBRANDSEN
Adana Demirspor vs. Fatih Karagumruk - Sunday December 25 - 2022,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;BANIYA;BIRASCHI;MERCAN;OZDOEV;RICCI;SHUKUROV;COLLEY;DIAGNE;BORINI
Galatasaray vs. Istanbulspor - Sunday December 25 - 2022,Galatasaray,easy,4-2-3-1,KOCUK;BARDAKCI;NELSSON;KARATAS;BOEY;TORREIRA;MIDTSJØ;AKTURKOGLU;RASHICA;MERTENS;GOMIS
Galatasaray vs. Istanbulspor - Sunday December 25 - 2022,Istanbulspor,hard,4-1-4-1,JENSEN;OLOGO;ERDOGAN;AKSU;DUHANEY;KABASAKAL;RROCA;SARIKAYA;ETHEMI;TOPALLI;YILMAZ
Gaziantep FK vs. Besiktas - Sunday December 25 - 2022,Besiktas,easy,4-1-4-1,GUNOK;SANUC;WELINTON;MERAS;ROSIER;HUTCHINSON;UYSAL;FERNANDES;N'KOUDOU;WEGHORST;TOSUN
Gaziantep FK vs. Besiktas - Sunday December 25 - 2022,Gaziantep FK,hard,4-2-3-1,GUVENC;ERSOY;DJILOBODJI;ESKIHELLAC;HANOUSEK;KITSIOU;JEVTOVIC;SOYALP;MERKEL;MAXIM;FIGUEIREDO
Konyaspor vs. Alanyaspor - Sunday December 25 - 2022,Alanyaspor,hard,3-4-1-2,RUNARSSON;BAYIR;AKSOY;PEREIRA;FER;GUNES;LUSAMBA;BEKIROGLU;AYDIN;FERHAT;AHMED HASSAN
Konyaspor vs. Alanyaspor - Sunday December 25 - 2022,Konyaspor,hard,4-1-4-1,SEHIC;CALVO;DEMIRBAG;GUILHERME;OGUZ;HADZIAHMETOVIC;DIKMEN;PAVICIC;MICHALAK;BYTYQI;DEMIR
Ankaragucu vs. Umraniyespor - Tuesday December 27 - 2022,Ankaragucu,hard,4-1-4-1,GUNGORDU;MUJAKIC;RADAKOVIC;GURELER;MALCUIT;CIGERCI;PEDRINHO;ZAHID;JESE;KILINC;SOWE
Ankaragucu vs. Umraniyespor - Tuesday December 27 - 2022,Umraniyespor,hard,4-1-4-1,KIRINTILI;GLUMAC;ALLYSON;ATASAYAR;POPOV;SACKEY;GOKSU;AVOUNOU;DEL VALLE;GERALDO;NAYIR
Basaksehir vs. Antalyaspor - Tuesday December 27 - 2022,Antalyaspor,hard,4-2-3-1,UYSAL;TOPRAK;KUDRYASHOV;SERTEL;BALCI;AKYOL;AYDOGDU;GHACHA;BAYRAKDAR;WRIGHT;LUIZ ADRIANO
Basaksehir vs. Antalyaspor - Tuesday December 27 - 2022,Basaksehir,hard,4-1-4-1,BABACAN;DUARTE;NDAYISHIMIYE;LIMA;OZBAYRAKLI;TEKDEMIR;OZCAN;ALEKSIC;CHOUIAR;GURLER;OKAKA
Fenerbahce vs. Hatayspor - Tuesday December 27 - 2022,Fenerbahce,easy,4-4-2,BAYINDIR;SZALAI;GUSTAVO HENRIQUE;KADIOGLU;OSAYI-SAMUEL;ARAO;ZAJC;KAHVECI;ROSSI;BATSHUAYI;KING
Fenerbahce vs. Hatayspor - Tuesday December 27 - 2022,Hatayspor,hard,4-2-3-1,KARDESLER;OKSUZ;VRANJES;ADEKUGBE;COREKCI;ERGUN;AABID;RIBEIRO;LOBJANIDZE;ZE LUIS;EL KAABI
Alanyaspor vs. Kayserispor - Wednesday December 28 - 2022,Alanyaspor,hard,3-4-3,RUNARSSON;AKSOY;BAYIR;FER;GUNES;LUSAMBA;OZDEMIR;KARACA;CAVALEIRO;CANDEIAS;AHMED HASSAN
Alanyaspor vs. Kayserispor - Wednesday December 28 - 2022,Kayserispor,hard,3-1-4-2,BAYAZIT;KOLOVETSIOS;CAROLE;BULUT;SAZDAGI;CAMPANHARO;MENSAH;CARDOSO;BASSAN;CIVELEK;GAVRANOVIC
Fatih Karagumruk vs. Trabzonspor - Wednesday December 28 - 2022,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;BIRASCHI;BANIYA;MERCAN;RICCI;OZDOEV;SHUKUROV;COLLEY;DIAGNE;BORINI
Fatih Karagumruk vs. Trabzonspor - Wednesday December 28 - 2022,Trabzonspor,easy,4-1-4-1,CAKIR;VITOR HUGO;BARTRA;TURKMEN;ELMALI;SIOPIS;OMUR;BAKASETAS;TREZEGUET;VISCA;GOMEZ
Istanbulspor vs. Kasimpasa - Wednesday December 28 - 2022,Istanbulspor,hard,4-1-4-1,JENSEN;ERDOGAN;OLOGO;AKSU;DUHANEY;KABASAKAL;RROCA;SARIKAYA;ETHEMI;YILMAZ;GULTEKIN
Istanbulspor vs. Kasimpasa - Wednesday December 28 - 2022,Kasimpasa,hard,4-1-4-1,TASKIRAN;SERBEST;BRUMA;PETRETTA;TIRPAN;HADERGJONAJ;EYSSERIC;CELINA;BEN OUANES;FALL;KOITA
Besiktas vs. Adana Demirspor - Thursday December 29 - 2022,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;AKAYDIN;RODRIGUES;SVENSSON;NDIAYE;STAMBOULI;AKBABA;BELHANDA;ONYEKURU;GULBRANDSEN
Besiktas vs. Adana Demirspor - Thursday December 29 - 2022,Besiktas,easy,4-1-4-1,GUNOK;SANUC;WELINTON;MASUAKU;ROSIER;SOUZA;FERNANDES;UCAN;N'KOUDOU;WEGHORST;TOSUN
Giresunspor vs. Gaziantep FK - Thursday December 29 - 2022,Gaziantep FK,hard,4-2-3-1,GUVENC;DJILOBODJI;KIZILDAG;ESKIHELLAC;HANOUSEK;KITSIOU;SOYALP;MERKEL;MAXIM;VELIU;FIGUEIREDO
Giresunspor vs. Gaziantep FK - Thursday December 29 - 2022,Giresunspor,hard,4-2-3-1,PIRI;ARIAS;PEREZ;ULUDAG;BILAZER;MEJIA;SAGLAM;SAINZ;SERGINHO;KUWAS;BAJIC
Sivasspor vs. Galatasaray - Thursday December 29 - 2022,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;VAN AANHOLT;BOEY;KUTLU;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;GOMIS
Sivasspor vs. Galatasaray - Thursday December 29 - 2022,Sivasspor,hard,4-2-3-1,VURAL;OSMANPASA;GOUTAS;YALCIN;CIFTCI;YESILYURT;KEITA;ULVESTAD;SABA;MUSA;YATABARE
Antalyaspor vs. Fenerbahce - Tuesday January 3 - 2023,Antalyaspor,hard,3-4-1-2,UYSAL;TOPRAK;SARI;SERTEL;VURAL;BALCI;FERNANDO;AKYOL;FREDY;WRIGHT;LUIZ ADRIANO
Antalyaspor vs. Fenerbahce - Tuesday January 3 - 2023,Fenerbahce,easy,4-4-2,BAYINDIR;SZALAI;AZIZ;KADIOGLU;OSAYI-SAMUEL;ARAO;CRESPO;ROSSI;LINCOLN;KING;BATSHUAYI
Umraniyespor vs. Hatayspor - Tuesday January 3 - 2023,Hatayspor,hard,4-1-4-1,KARDESLER;VRANJES;FALETTE;KANAK;COREKCI;ERGUN;AABID;RIBEIRO;LOBJANIDZE;YILDIRIM;EL KAABI
Umraniyespor vs. Hatayspor - Tuesday January 3 - 2023,Umraniyespor,hard,4-1-4-1,KIRINTILI;GLUMAC;ALLYSON;ATASAYAR;POPOV;SACKEY;AVOUNOU;GURBULAK;GHEORGHE;DEL VALLE;NAYIR
Galatasaray vs. Ankaragucu - Wednesday January 4 - 2023,Ankaragucu,hard,4-1-4-1,GUNGORDU;MUJAKIC;RADAKOVIC;MARLON;MALCUIT;DIACK;ANTALYALI;ZAHID;CHATZIGIOVANNIS;KILINC;SOWE
Galatasaray vs. Ankaragucu - Wednesday January 4 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;VAN AANHOLT;DUBOIS;MIDTSJØ;KUTLU;YILMAZ;RASHICA;MERTENS;GOMIS
Kasimpasa vs. Alanyaspor - Wednesday January 4 - 2023,Alanyaspor,hard,3-4-3,RUNARSSON;AKSOY;BAYIR;FER;GUNES;LUSAMBA;OZDEMIR;KARACA;CAVALEIRO;CANDEIAS;AHMED HASSAN
Kasimpasa vs. Alanyaspor - Wednesday January 4 - 2023,Kasimpasa,hard,3-4-3,TASKIRAN;DONK;SERBEST;OZCAN;KARA;HADERGJONAJ;HAJRADINOVIC;EYSSERIC;BEN OUANES;FALL;ENGIN
Kayserispor vs. Fatih Karagumruk - Wednesday January 4 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;BIRASCHI;BANIYA;MERCAN;RICCI;OZDOEV;SHUKUROV;KOUASSI;BORINI;DIAGNE
Kayserispor vs. Fatih Karagumruk - Wednesday January 4 - 2023,Kayserispor,hard,3-1-4-2,BAYAZIT;HOSSEINI;KOLOVETSIOS;CAROLE;BULUT;KARIMI;KEMEN;MENSAH;CARDOSO;PEKTEMEK;GAVRANOVIC
Konyaspor vs. Sivasspor - Wednesday January 4 - 2023,Konyaspor,hard,4-4-2,ERENTURK;CALVO;DEMIRBAG;GUILHERME;OGUZ;HADZIAHMETOVIC;PAZ;MICHALAK;AMILTON;DIOUF;DEMIR
Konyaspor vs. Sivasspor - Wednesday January 4 - 2023,Sivasspor,hard,4-1-4-1,VURAL;GOUTAS;YALCIN;OSMANPASA;ERDAL;ULVESTAD;KEITA;ARSLAN;GRADEL;N'JIE;ANGIELSKI
Adana Demirspor vs. Istanbulspor - Thursday January 5 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;MANEV;RODRIGUES;SVENSSON;NDIAYE;INLER;BELHANDA;ONYEKURU;SARI;GULBRANDSEN
Adana Demirspor vs. Istanbulspor - Thursday January 5 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;ERDOGAN;OLOGO;AKSU;DUHANEY;KABASAKAL;RROCA;SARIKAYA;ETHEMI;YILMAZ;GULTEKIN
Gaziantep FK vs. Basaksehir - Thursday January 5 - 2023,Basaksehir,hard,4-1-4-1,BABACAN;TOUBA;DUARTE;NDAYISHIMIYE;LIMA;SAHINER;OZCAN;ALEKSIC;GURLER;TURUC;OKAKA
Gaziantep FK vs. Basaksehir - Thursday January 5 - 2023,Gaziantep FK,hard,4-2-3-1,GUVENC;DJILOBODJI;ERSOY;PEHLIVAN;ESKIHELLAC;KITSIOU;JEVTOVIC;MERKEL;MAXIM;VELIU;FIGUEIREDO
Trabzonspor vs. Giresunspor - Thursday January 5 - 2023,Giresunspor,hard,4-2-3-1,PIRI;PEREZ;ARIAS;ULUDAG;BILAZER;CAMPUZANO;MEJIA;SAGLAM;SERGINHO;KUWAS;BAJIC
Trabzonspor vs. Giresunspor - Thursday January 5 - 2023,Trabzonspor,easy,4-4-2,CAKIR;VITOR HUGO;GBAMIN;ELMALI;STRYGER;SIOPIS;BARDHI;BAKASETAS;OMUR;TREZEGUET;GOMEZ
Besiktas vs. Kasimpasa - Saturday January 7 - 2023,Besiktas,easy,4-4-2,GUNOK;SANUC;WELINTON;MASUAKU;UCAN;FERNANDES;N'KOUDOU;BINGOL;REDMOND;TOSUN;WEGHORST
Besiktas vs. Kasimpasa - Saturday January 7 - 2023,Kasimpasa,hard,4-1-4-1,TASKIRAN;DONK;GRAOVAC;OZCAN;TIRPAN;KARA;HADERGJONAJ;HAJRADINOVIC;EYSSERIC;BEN OUANES;FALL
Hatayspor vs. Antalyaspor - Saturday January 7 - 2023,Antalyaspor,hard,3-4-1-2,UYSAL;TOPRAK;SARI;VURAL;SERTEL;BALCI;FERNANDO;AKYOL;FREDY;LUIZ ADRIANO;WRIGHT
Hatayspor vs. Antalyaspor - Saturday January 7 - 2023,Hatayspor,hard,4-2-3-1,KARDESLER;YILMAZ;VRANJES;ADEKUGBE;COREKCI;BOUDJEMAA;AABID;RIBEIRO;LOBJANIDZE;EL KAABI;YILDIRIM
Ankaragucu vs. Kayserispor - Sunday January 8 - 2023,Ankaragucu,hard,4-1-4-1,GUNGORDU;MUJAKIC;RADAKOVIC;MARLON;MALCUIT;CIGERCI;DIACK;ANTALYALI;BERIDZE;KILINC;SOWE
Ankaragucu vs. Kayserispor - Sunday January 8 - 2023,Kayserispor,hard,4-1-4-1,BAYAZIT;KOLOVETSIOS;KOCAMAN;CAROLE;SAZDAGI;BULUT;CAMPANHARO;KEMEN;CARDOSO;MANE;PARLAK
Fatih Karagumruk vs. Konyaspor - Sunday January 8 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;BANIYA;BIRASCHI;MERCAN;RICCI;OZDOEV;SHUKUROV;COLLEY;DIAGNE;BORINI
Fatih Karagumruk vs. Konyaspor - Sunday January 8 - 2023,Konyaspor,hard,4-2-3-1,ERENTURK;CALVO;DEMIRBAG;GUILHERME;OGUZ;HADZIAHMETOVIC;ULGUN;CEKICI;MICHALAK;AMILTON;DIOUF
Fenerbahce vs. Galatasaray - Sunday January 8 - 2023,Fenerbahce,easy,3-4-3,BAYINDIR;GUSTAVO HENRIQUE;AZIZ;SZALAI;KADIOGLU;OSAYI-SAMUEL;ARAO;CRESPO;ROSSI;BATSHUAYI;KING
Fenerbahce vs. Galatasaray - Sunday January 8 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;DUBOIS;BOEY;OLIVEIRA;KUTLU;YILMAZ;AKTURKOGLU;RASHICA;MERTENS
Giresunspor vs. Umraniyespor - Sunday January 8 - 2023,Giresunspor,hard,4-2-3-1,PIRI;PEREZ;ARIAS;ULUDAG;BILAZER;CAMPUZANO;MEJIA;SERGINHO;SAINZ;KUWAS;BAJIC
Giresunspor vs. Umraniyespor - Sunday January 8 - 2023,Umraniyespor,hard,4-1-4-1,KIRINTILI;GLUMAC;ATASAYAR;POPOV;YILMAZ;SACKEY;GURBULAK;AVOUNOU;GHEORGHE;GERALDO;NAYIR
Alanyaspor vs. Trabzonspor - Monday January 9 - 2023,Alanyaspor,hard,3-4-2-1,RUNARSSON;AKSOY;BAYIR;BALKOVEC;PEREIRA;GUNES;LUSAMBA;BEKIROGLU;KARACA;FERHAT;AHMED HASSAN
Alanyaspor vs. Trabzonspor - Monday January 9 - 2023,Trabzonspor,easy,4-3-3,CAKIR;GBAMIN;VITOR HUGO;ELMALI;STRYGER;SIOPIS;BAKASETAS;OMUR;TREZEGUET;UNUVAR;BOZOK
Basaksehir vs. Adana Demirspor - Monday January 9 - 2023,Adana Demirspor,hard,4-4-2,OZBIR;GULER;AKAYDIN;RODRIGUES;SVENSSON;NDIAYE;STAMBOULI;BELHANDA;AKBABA;ONYEKURU;SARI
Basaksehir vs. Adana Demirspor - Monday January 9 - 2023,Basaksehir,hard,4-1-4-1,BABACAN;TOUBA;DUARTE;NDAYISHIMIYE;LIMA;SAHINER;TEKDEMIR;OZCAN;GURLER;TURUC;OKAKA
Istanbulspor vs. Gaziantep FK - Monday January 9 - 2023,Gaziantep FK,hard,4-2-3-1,GUVENC;DJILOBODJI;ERSOY;PEHLIVAN;KITSIOU;JEVTOVIC;MERKEL;SOYALP;VELIU;SAGAL;FIGUEIREDO
Istanbulspor vs. Gaziantep FK - Monday January 9 - 2023,Istanbulspor,hard,4-4-2,JENSEN;YESIL;ERDOGAN;AKSU;DUHANEY;KABASAKAL;SARIKAYA;ETHEMI;TOPALLI;GULTEKIN;YILMAZ
Galatasaray vs. Hatayspor - Friday January 13 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;DUBOIS;BOEY;TORREIRA;OLIVEIRA;MATA;AKTURKOGLU;YILMAZ;ICARDI
Galatasaray vs. Hatayspor - Friday January 13 - 2023,Hatayspor,hard,4-2-3-1,KARDESLER;YILMAZ;VRANJES;ADEKUGBE;COREKCI;BOUDJEMAA;AABID;RIBEIRO;LOBJANIDZE;EL KAABI;YILDIRIM
Kayserispor vs. Sivasspor - Friday January 13 - 2023,Kayserispor,hard,4-1-4-1,GONEN;KOLOVETSIOS;HOSSEINI;CAROLE;SAZDAGI;BULUT;KEMEN;CAMPANHARO;MENSAH;CARDOSO;MANE
Kayserispor vs. Sivasspor - Friday January 13 - 2023,Sivasspor,hard,4-1-4-1,VURAL;OSMANPASA;GOUTAS;YALCIN;ERDAL;KEITA;ULVESTAD;CHARISIS;MUSA;GRADEL;N'JIE
Adana Demirspor vs. Ankaragucu - Saturday January 14 - 2023,Adana Demirspor,hard,3-4-2-1,OZBIR;GULER;MANEV;SVENSSON;STAMBOULI;NDIAYE;INLER;BJARNASON;AKBABA;ONYEKURU;AKINTOLA
Adana Demirspor vs. Ankaragucu - Saturday January 14 - 2023,Ankaragucu,hard,4-1-4-1,GUNGORDU;MUJAKIC;RADAKOVIC;MARLON;MALCUIT;CIGERCI;DIACK;ANTALYALI;BERIDZE;KILINC;SOWE
Antalyaspor vs. Giresunspor - Saturday January 14 - 2023,Antalyaspor,hard,4-2-3-1,UYSAL;TOPRAK;SARI;VURAL;BALCI;AKYOL;FERNANDO;LARSSON;SINIK;GUMUS;LUIZ ADRIANO
Antalyaspor vs. Giresunspor - Saturday January 14 - 2023,Giresunspor,hard,4-2-3-1,PIRI;PEREZ;ARIAS;ULUDAG;BILAZER;MEJIA;CAMPUZANO;SERGINHO;SAINZ;KUWAS;BAJIC
Konyaspor vs. Besiktas - Saturday January 14 - 2023,Besiktas,easy,4-2-3-1,GUNOK;SANUC;SAISS;WELINTON;MASUAKU;ROSIER;SOUZA;FERNANDES;REDMOND;MULEKA;TOSUN
Konyaspor vs. Besiktas - Saturday January 14 - 2023,Konyaspor,hard,4-4-2,ERENTURK;CALVO;DEMIRBAG;GUILHERME;OGUZ;HADZIAHMETOVIC;PAZ;BYTYQI;MICHALAK;DIOUF;DEMIR
