game,team,difficulty,formation,lineup
Eskisehirspor vs. Antalyaspor - Wednesday December 7 - 2011,Eskisehirspor,hard,4-2-3-1,IVESA;DEDE;DIEGO ANGELO;NADAREVIC;COSKUN;ERTUGRUL;SARI;YAMAN;POTUK;ZENGIN;OZBAYRAKTAR
Galatasaray vs. Fenerbahce - Wednesday December 7 - 2011,Fenerbahce,easy,4-2-3-1,DEMIREL;ZIEGLER;FABIO BILICA;YOBO;GONUL;SAHIN;BELOZOGLU;ERKIN;CRISTIAN;BIENVENU;ALEX
Galatasaray vs. Fenerbahce - Wednesday December 7 - 2011,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;FELIPE MELO;INAN;KAZIM-RICHARDS;ELMANDER;BAROS
Kardemir Dc Karabukspor vs. Gaziantepspor - Wednesday December 7 - 2011,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;IVAN;CAN;GUNGOR;SUME;PEHLIVAN;KURTULUS;ADIN;POPOV;SOSA;DEMIR
Kardemir Dc Karabukspor vs. Gaziantepspor - Wednesday December 7 - 2011,Kardemir Dc Karabukspor,hard,4-4-2,USAK;DEUMI;OZDIN;RAGUED;CAKIR;TASKIRAN;CERNAT;KISA;SHELTON;PARLAK;CAKIR
Ankaragucu vs. Bursaspor - Thursday December 8 - 2011,Ankaragucu,hard,4-2-3-1,ONGUN;TASCI;DOGAN;TOSCALI;VAROL;WEEKS;KAGAN SOYLEMEZGILLER;OZKAN;GUCER;SAHIN;KELES
Ankaragucu vs. Bursaspor - Thursday December 8 - 2011,Bursaspor,hard,4-1-4-1,CARSON;SAK;ERDOGAN;OZTURK;SVENSSON;N'DIAYE;IPEK;BATALLA;INSUA;BAHADIR;BANGURA
Istanbul Buyuksehir Belediyespor vs. Mersin Idmanyurdu - Thursday December 8 - 2011,Istanbul Buyuksehir Belediyespor,hard,4-2-3-1,HASAGIC;SUZEN;DEPE;ZAYATTE;HASPOLATLI;TEKDEMIR;YALCIN;DOKA MADUREIRA;HOLMEN;VISCA;AKAN
Istanbul Buyuksehir Belediyespor vs. Mersin Idmanyurdu - Thursday December 8 - 2011,Mersin Idmanyurdu,hard,4-2-3-1,SEHIC;BOUM;KAS;GUVEN;OZBAY;BEN YAHIA;BAYRAKTAR;KAMANAN;ANDRE MORITZ;OZOKWO;NOBRE
Manisaspor vs. Besiktas - Thursday December 8 - 2011,Besiktas,easy,4-1-4-1,RECBER;KOYBASI;KORKMAZ;SIVOK;HILBERT;ERNST;QUARESMA;FERNANDES;KAVLAK;UYSAL;PEKTEMEK
Manisaspor vs. Besiktas - Thursday December 8 - 2011,Manisaspor,hard,4-2-3-1,AVCIBAY;KLUKOWSKI;DIXON;TOK;COKMUS;YILMAZ;GUVEN;SIMPSON;ERDOGAN;GOKOGLAN;PROMISE
Orduspor vs. Sivasspor - Thursday December 8 - 2011,Orduspor,hard,4-3-3,FORNEZZI;OZKAN;AYHAN;NICKENIG;GARCIA;OZMERT;CULIO;GOSSO;STANCU;TEKKE;YELKEN
Orduspor vs. Sivasspor - Thursday December 8 - 2011,Sivasspor,hard,4-2-3-1,BORJAN;YERLIKAYA;AKCA;NAVRATIL;KAVUK;NAS;BEKMEZCI;CERNY;KILIC;GROSICKI;PEDRIEL
Samsunspor vs. Kayserispor - Thursday December 8 - 2011,Kayserispor,hard,4-2-3-1,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;ALKAN;RIVEROS;SANTANA;TROISI;YOKUSLU;YILMAZ;CIFTCI
Samsunspor vs. Kayserispor - Thursday December 8 - 2011,Samsunspor,hard,4-2-3-1,TASKIRAN;TEBER;KHUBUTIA;TOKAK;ALKASI;SARP;ARSLAN;YILDIRIM;DOMINGUEZ;ZENKE;BANCE
Gaziantepspor vs. Eskisehirspor - Saturday December 10 - 2011,Eskisehirspor,hard,4-2-3-1,IVESA;DEDE;DIEGO ANGELO;NADAREVIC;COSKUN;ERTUGRUL;SARI;YAMAN;POTUK;OZBAYRAKTAR;KAMARA
Gaziantepspor vs. Eskisehirspor - Saturday December 10 - 2011,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;IVAN;NOUNKEU;GUNGOR;SUME;PEHLIVAN;KURTULUS;ADIN;POPOV;SOSA;DEMIR
Antalyaspor vs. Ankaragucu - Sunday December 11 - 2011,Ankaragucu,hard,4-4-2,ONGUN;TASCI;DOGAN;TOSCALI;KAGAN SOYLEMEZGILLER;DURUER;WEEKS;GUCER;OZKAN;KELES;ERDOGAN
Antalyaspor vs. Ankaragucu - Sunday December 11 - 2011,Antalyaspor,hard,4-3-3,NDJOCK;MINEV;NIZAM;TURAN;TANDOGAN;INCEMAN;DAGASAN;SERAS;TITA;ATES;BOYRAZ
Besiktas vs. Istanbul Buyuksehir Belediyespor - Sunday December 11 - 2011,Besiktas,easy,4-2-3-1,GONEN;KOYBASI;KORKMAZ;SIVOK;HILBERT;ERNST;KAVLAK;PEKTEMEK;FERNANDES;UYSAL;ALMEIDA
Besiktas vs. Istanbul Buyuksehir Belediyespor - Sunday December 11 - 2011,Istanbul Buyuksehir Belediyespor,hard,4-2-3-1,HASAGIC;EKSIOGLU;ARAT;ZAYATTE;SAHIN;HASPOLATLI;TEKDEMIR;DOKA MADUREIRA;HOLMEN;VISCA;AKAN
Genclerbirligi vs. Orduspor - Sunday December 11 - 2011,Genclerbirligi,hard,4-3-3,KOSE;CURRI;DEMIR;KULUSIC;SEDEF;AZOFEIFA;CAN;AYDOGDU;OZTEKIN;TUM;MERIC
Genclerbirligi vs. Orduspor - Sunday December 11 - 2011,Orduspor,hard,4-2-3-1,FORNEZZI;KALKAN;AYHAN;BAYRAK;DERELI;GOSSO;TUNCER;STANCU;CULIO;OZMERT;TEKKE
Mersin Idmanyurdu vs. Samsunspor - Sunday December 11 - 2011,Mersin Idmanyurdu,hard,4-5-1,SEHIC;GUVEN;ATAN;KAYA;OZBAY;OZOKWO;BAYRAKTAR;ANDRE MORITZ;ZURITA;BEN YAHIA;NOBRE
Mersin Idmanyurdu vs. Samsunspor - Sunday December 11 - 2011,Samsunspor,hard,4-1-4-1,TASKIRAN;TEBER;KHUBUTIA;TOKAK;ALKASI;ANDRE BAHIA;EKIGHO;ARSLAN;FINK;YILDIRIM;BANCE
Trabzonspor vs. Galatasaray - Sunday December 11 - 2011,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;FELIPE MELO;INAN;KAZIM-RICHARDS;ELMANDER;BAROS
Trabzonspor vs. Galatasaray - Sunday December 11 - 2011,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;KACAR;GLOWACKI;BALCI;ZOKORA;COLMAN;ALTINTOP;MIERZEJEWSKI;HENRIQUE;YILMAZ
Bursaspor vs. Fenerbahce - Monday December 12 - 2011,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;OZTURK;ERDOGAN;CHRETIEN;N'DIAYE;SAL;IPEK;INSUA;SESTAK;BANGURA
Bursaspor vs. Fenerbahce - Monday December 12 - 2011,Fenerbahce,easy,4-2-3-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;GONUL;SAHIN;BELOZOGLU;STOCH;ALEX;HURMACI;SENTURK
Kayserispor vs. Kardemir Dc Karabukspor - Monday December 12 - 2011,Kardemir Dc Karabukspor,hard,4-2-3-1,USAK;SERIC;DEUMI;OZDIN;CAKIR;RAGUED;KISA;SHELTON;CERNAT;CAKIR;PARLAK
Kayserispor vs. Kardemir Dc Karabukspor - Monday December 12 - 2011,Kayserispor,hard,4-2-3-1,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;ALKAN;SANTANA;RIVEROS;AMRABAT;DURAK;TROISI;UNAL
Sivasspor vs. Manisaspor - Monday December 12 - 2011,Manisaspor,hard,4-2-3-1,BABACAN;KLUKOWSKI;DIXON;TOK;COKMUS;GUVEN;CALISKAN;GOKOGLAN;ERDOGAN;OZEK;PROMISE
Sivasspor vs. Manisaspor - Monday December 12 - 2011,Sivasspor,hard,4-2-3-1,BORJAN;YERLIKAYA;AKCA;NAVRATIL;KAVUK;NAS;BEKMEZCI;GROSICKI;KILIC;CERNY;ENERAMO
Trabzonspor vs. Genclerbirligi - Wednesday December 14 - 2011,Genclerbirligi,hard,4-3-3,KOSE;CURRI;DEMIR;KULUSIC;SEDEF;AZOFEIFA;CAN;AYDOGDU;OZTEKIN;TUM;MERIC
Trabzonspor vs. Genclerbirligi - Wednesday December 14 - 2011,Trabzonspor,easy,4-2-3-1,ZENGIN;CELUSTKA;GLOWACKI;KACAR;BALCI;COLMAN;AKGUN;ALTINTOP;ALANZINHO;SEN;HENRIQUE
Orduspor vs. Galatasaray - Friday December 16 - 2011,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;INAN;FELIPE MELO;KAZIM-RICHARDS;ELMANDER;BAROS
Orduspor vs. Galatasaray - Friday December 16 - 2011,Orduspor,hard,4-2-3-1,ELMAS;OZKAN;AYHAN;GARCIA;DERELI;GOSSO;CAMDALI;RIBEIRO;CULIO;DALMAT;STANCU
Ankaragucu vs. Gaziantepspor - Saturday December 17 - 2011,Ankaragucu,hard,4-2-3-1,ONGUN;DURUER;DOGAN;TOSCALI;BAHTIYAROGLU;KAGAN SOYLEMEZGILLER;GUCER;SAHIN;VAROL;OZKAN;KELES
Ankaragucu vs. Gaziantepspor - Saturday December 17 - 2011,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;IVAN;CAN;SUME;KURTULUS;ADIN;PEHLIVAN;CEYLAN;SOSA;DEMIR;TOSUN
Bursaspor vs. Antalyaspor - Saturday December 17 - 2011,Antalyaspor,hard,4-3-3,NDJOCK;MINEV;BARIS;TURAN;TANDOGAN;KAYA;DAGASAN;INCEMAN;TITA;ATES;ZITOUNI
Bursaspor vs. Antalyaspor - Saturday December 17 - 2011,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;AZIZ;ERDOGAN;SVENSSON;N'DIAYE;CAGIRAN;IPEK;BATALLA;BAHADIR;SESTAK
Eskisehirspor vs. Kayserispor - Saturday December 17 - 2011,Eskisehirspor,hard,4-5-1,IVESA;DEDE;DIEGO ANGELO;NADAREVIC;COSKUN;TELLO;ERTUGRUL;POTUK;SARI;OZBAYRAKTAR;KAMARA
Eskisehirspor vs. Kayserispor - Saturday December 17 - 2011,Kayserispor,hard,4-2-3-1,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;PEKARIK;SANTANA;RIVEROS;AMRABAT;DURAK;ALKAN;UNAL
Kardemir Dc Karabukspor vs. Mersin Idmanyurdu - Saturday December 17 - 2011,Kardemir Dc Karabukspor,hard,4-5-1,USAK;SERIC;DEUMI;OZDIN;CAKIR;TASKIRAN;RAGUED;CERNAT;KISA;SHELTON;PARLAK
Kardemir Dc Karabukspor vs. Mersin Idmanyurdu - Saturday December 17 - 2011,Mersin Idmanyurdu,hard,4-2-3-1,SEHIC;BOUM;ATAN;KAS;GUVEN;BEN YAHIA;BAYRAKTAR;KAYA;ANDRE MORITZ;ZURITA;BETO
Fenerbahce vs. Trabzonspor - Sunday December 18 - 2011,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;GONUL;STOCH;SAHIN;ALEX;BELOZOGLU;TOPUZ;SENTURK
Fenerbahce vs. Trabzonspor - Sunday December 18 - 2011,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;GLOWACKI;KACAR;CELUSTKA;AKGUN;COLMAN;ALTINTOP;ALANZINHO;BALCI;YILMAZ
Istanbul Buyuksehir Belediyespor vs. Sivasspor - Sunday December 18 - 2011,Istanbul Buyuksehir Belediyespor,hard,4-2-3-1,HASAGIC;SUZEN;ARAT;DEPE;SAHIN;INANC;HASPOLATLI;DOKA MADUREIRA;HOLMEN;VISCA;WEBO
Istanbul Buyuksehir Belediyespor vs. Sivasspor - Sunday December 18 - 2011,Sivasspor,hard,4-2-3-1,KOCA;YERLIKAYA;FATY;NAVRATIL;KAVUK;KARAKAS;BEKMEZCI;GROSICKI;KILIC;CERNY;ENERAMO
Manisaspor vs. Genclerbirligi - Sunday December 18 - 2011,Genclerbirligi,hard,4-3-3,KOSE;CURRI;DEMIR;KULUSIC;SEDEF;AZOFEIFA;CAN;AYDOGDU;OZTEKIN;TUM;MUNUNGA
Manisaspor vs. Genclerbirligi - Sunday December 18 - 2011,Manisaspor,hard,4-2-3-1,AVCIBAY;KLUKOWSKI;DIXON;TOK;AKAMINKO;GUVEN;CALISKAN;SIMPSON;ERDOGAN;GOKOGLAN;PROMISE
Samsunspor vs. Besiktas - Sunday December 18 - 2011,Besiktas,easy,4-1-4-1,RECBER;KOYBASI;KORKMAZ;SIDNEI;HILBERT;ERNST;HOLOSKO;FERNANDES;KAVLAK;UYSAL;PEKTEMEK
Samsunspor vs. Besiktas - Sunday December 18 - 2011,Samsunspor,hard,4-4-2,TASKIRAN;TUNCER;KHUBUTIA;TOKAK;ALKASI;YILDIRIM;FINK;ARSLAN;DILAVER;BANCE;ZENKE
Antalyaspor vs. Fenerbahce - Wednesday December 21 - 2011,Antalyaspor,hard,4-3-3,NDJOCK;MINEV;BARIS;TURAN;TANDOGAN;INCEMAN;KAYA;DAGASAN;AYDIN;ATES;ZITOUNI
Antalyaspor vs. Fenerbahce - Wednesday December 21 - 2011,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;GONUL;STOCH;CRISTIAN;ALEX;BELOZOGLU;TOPUZ;SENTURK
Galatasaray vs. Manisaspor - Wednesday December 21 - 2011,Galatasaray,easy,4-4-2,MUSLERA;BALTA;CETIN;UJFALUSI;EBOUE;COLAK;INAN;FELIPE MELO;KAZIM-RICHARDS;ELMANDER;BAROS
Galatasaray vs. Manisaspor - Wednesday December 21 - 2011,Manisaspor,hard,4-5-1,AVCIBAY;KLUKOWSKI;DIXON;TOK;AKAMINKO;SIMPSON;GUVEN;CALISKAN;INCEDEMIR;GOKOGLAN;PROMISE
Kayserispor vs. Ankaragucu - Wednesday December 21 - 2011,Ankaragucu,hard,4-2-3-1,ONGUN;DOGAN;TOSCALI;BAHTIYAROGLU;VAROL;GUCER;KAGAN SOYLEMEZGILLER;DURUER;OZKAN;SAHIN;KELES
Kayserispor vs. Ankaragucu - Wednesday December 21 - 2011,Kayserispor,hard,4-2-3-1,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;PEKARIK;RIVEROS;DURAK;TROISI;YOKUSLU;YILMAZ;UNAL
Mersin Idmanyurdu vs. Eskisehirspor - Wednesday December 21 - 2011,Eskisehirspor,hard,4-2-3-1,IVESA;DEDE;DIEGO ANGELO;NADAREVIC;COSKUN;ERTUGRUL;POTUK;YAMAN;TELLO;OZBAYRAKTAR;KAMARA
Mersin Idmanyurdu vs. Eskisehirspor - Wednesday December 21 - 2011,Mersin Idmanyurdu,hard,4-2-3-1,SEHIC;BOUM;ATAN;KAS;GUVEN;BEN YAHIA;BAYRAKTAR;ZURITA;ANDRE MORITZ;OZOKWO;NOBRE
Sivasspor vs. Samsunspor - Wednesday December 21 - 2011,Samsunspor,hard,4-3-3,TASKIRAN;TUNCER;KHUBUTIA;TOKAK;LAZAR;ARSLAN;ANDRE BAHIA;FINK;YILDIRIM;BANCE;ZENKE
Sivasspor vs. Samsunspor - Wednesday December 21 - 2011,Sivasspor,hard,4-2-3-1,KOCA;ERDAL;FATY;NAVRATIL;KAVUK;NAS;BEKMEZCI;CERNY;KILIC;GROSICKI;ENERAMO
Besiktas vs. Kardemir Dc Karabukspor - Thursday December 22 - 2011,Besiktas,easy,4-3-3,GONEN;KOYBASI;KORKMAZ;SIVOK;HILBERT;FERNANDES;ERNST;KAVLAK;EDU;ALMEIDA;DAG
Besiktas vs. Kardemir Dc Karabukspor - Thursday December 22 - 2011,Kardemir Dc Karabukspor,hard,4-2-3-1,USAK;SERIC;NIKOLIC;OZDIN;CAKIR;RAGUED;KISA;SHELTON;CERNAT;OZGENC;PARLAK
Gaziantepspor vs. Bursaspor - Thursday December 22 - 2011,Bursaspor,hard,4-5-1,CARSON;WEDERSON;ERDOGAN;OZTURK;AZIZ;IPEK;CAGIRAN;BATALLA;SVENSSON;SESTAK;BANGURA
Gaziantepspor vs. Bursaspor - Thursday December 22 - 2011,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;CAN;NOUNKEU;GUNGOR;SUME;HAS;KURTULUS;ADIN;POPOV;SOSA;DEMIR
Genclerbirligi vs. Istanbul Buyuksehir Belediyespor - Thursday December 22 - 2011,Genclerbirligi,hard,4-3-3,KOSE;CURRI;DEMIR;KULUSIC;SEDEF;AZOFEIFA;CAN;AYDOGDU;OZTEKIN;TUM;MERIC
Genclerbirligi vs. Istanbul Buyuksehir Belediyespor - Thursday December 22 - 2011,Istanbul Buyuksehir Belediyespor,hard,4-2-3-1,ZULALOGLU;SUZEN;ARAT;MARCUS VINICIUS;KUS;HASPOLATLI;TEKDEMIR;DOKA MADUREIRA;YALCIN;KOSE;WEBO
Trabzonspor vs. Orduspor - Thursday December 22 - 2011,Orduspor,hard,4-2-3-1,FORNEZZI;OZKAN;AYHAN;NICKENIG;GARCIA;GOSSO;CAMDALI;KALKAN;CULIO;DERELI;STANCU
Trabzonspor vs. Orduspor - Thursday December 22 - 2011,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;GLOWACKI;YUMLU;CELUSTKA;ZOKORA;BALCI;MIERZEJEWSKI;ALANZINHO;ALTINTOP;YILMAZ
Galatasaray vs. Istanbul Buyuksehir Belediyespor - Tuesday January 3 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;INAN;BAYTAR;KAZIM-RICHARDS;ELMANDER;BAROS
Galatasaray vs. Istanbul Buyuksehir Belediyespor - Tuesday January 3 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,HASAGIC;AYDIN;DEPE;ZAYATTE;SAHIN;HASPOLATLI;TEKDEMIR;HOLMEN;DOKA MADUREIRA;WEBO;VISCA
Kayserispor vs. Bursaspor - Tuesday January 3 - 2012,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;OZTURK;STEPANOV;CHRETIEN;KOCAK;N'DIAYE;IPEK;BATALLA;BAHADIR;SESTAK
Kayserispor vs. Bursaspor - Tuesday January 3 - 2012,Kayserispor,hard,4-2-3-1,NAVARRO;KALDIRIM;EKER;GUNGOR;PEKARIK;RIVEROS;DURAK;SISMANOGLU;YOKUSLU;YILMAZ;UNAL
Mersin Idmanyurdu vs. Ankaragucu - Tuesday January 3 - 2012,Ankaragucu,hard,4-4-2,KORK;DOGAN;KURT;TOSCALI;COGUM;SAHIN;GULDEN;KESEROGLU;TURKMEN;KELES;GARHAN
Mersin Idmanyurdu vs. Ankaragucu - Tuesday January 3 - 2012,Mersin Idmanyurdu,hard,4-4-2,SEHIC;KECELI;BOUM;KAS;GUVEN;ANDRE MORITZ;BAYRAKTAR;ZURITA;OZOKWO;NOBRE;BETO
Sivasspor vs. Kardemir Dc Karabukspor - Tuesday January 3 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,TOMIC;SERIC;CAKIR;OZDIN;OZGENC;HIKMET;RAGUED;KISA;CERNAT;KUCIK;PARLAK
Sivasspor vs. Kardemir Dc Karabukspor - Tuesday January 3 - 2012,Sivasspor,hard,4-2-3-1,KOCA;ERDAL;AKCA;NAVRATIL;KAVUK;NAS;BEKMEZCI;GROSICKI;KILIC;CERNY;ENERAMO
Trabzonspor vs. Manisaspor - Tuesday January 3 - 2012,Manisaspor,hard,4-2-3-1,AVCIBAY;KLUKOWSKI;AKAMINKO;TOK;DIXON;YILMAZ;CALISKAN;SIMPSON;OZEK;GOKOGLAN;PROMISE
Trabzonspor vs. Manisaspor - Tuesday January 3 - 2012,Trabzonspor,easy,4-4-2,ZENGIN;CELUSTKA;GLOWACKI;KACAR;BALCI;MIERZEJEWSKI;ZOKORA;AKGUN;SEN;YILMAZ;ALTINTOP
Besiktas vs. Eskisehirspor - Wednesday January 4 - 2012,Besiktas,easy,4-3-3,GONEN;KOYBASI;KORKMAZ;SIVOK;HILBERT;FERNANDES;ERNST;KAVLAK;DAG;ALMEIDA;EDU
Besiktas vs. Eskisehirspor - Wednesday January 4 - 2012,Eskisehirspor,hard,4-3-3,IVESA;YAMAN;COSKUN;NADAREVIC;ARSLAN;PELE;ERTUGRUL;SARI;TELLO;OZBAYRAKTAR;KAMARA
Gaziantepspor vs. Antalyaspor - Wednesday January 4 - 2012,Antalyaspor,hard,4-3-3,NDJOCK;MINEV;NIZAM;BARIS;TANDOGAN;INCEMAN;DAGASAN;KAYA;ZITOUNI;ATES;AYDIN
Gaziantepspor vs. Antalyaspor - Wednesday January 4 - 2012,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;CAN;SUME;NOUNKEU;KURTULUS;PEHLIVAN;GULLE;POPOV;HAS;CALIS;TOSUN
Genclerbirligi vs. Samsunspor - Wednesday January 4 - 2012,Genclerbirligi,hard,4-2-3-1,KOSE;SEDEF;DEMIR;KULUSIC;AKGUN;CAN;CURRI;OZTEKIN;AYDOGDU;MERIC;TUM
Genclerbirligi vs. Samsunspor - Wednesday January 4 - 2012,Samsunspor,hard,4-2-3-1,TASKIRAN;TUNCER;KHUBUTIA;TOKAK;ALKASI;FINK;ARSLAN;YILDIRIM;DOMINGUEZ;EKIGHO;ZENKE
Orduspor vs. Fenerbahce - Wednesday January 4 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;GONUL;STOCH;CRISTIAN;HURMACI;BELOZOGLU;TOPUZ;SENTURK
Orduspor vs. Fenerbahce - Wednesday January 4 - 2012,Orduspor,hard,4-2-3-1,FORNEZZI;KALKAN;SAHIN;AYHAN;GARCIA;GOSSO;CAMDALI;RIBEIRO;CULIO;DERELI;STANCU
Bursaspor vs. Mersin Idmanyurdu - Saturday January 7 - 2012,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;OZTURK;STEPANOV;CHRETIEN;N'DIAYE;KOCAK;ARI;BATALLA;SESTAK;BAHADIR
Bursaspor vs. Mersin Idmanyurdu - Saturday January 7 - 2012,Mersin Idmanyurdu,hard,4-5-1,SEHIC;KECELI;ATAN;BOUM;GUVEN;COSKUN;UCUNCU;ANDRE MORITZ;ZURITA;OZOKWO;BETO
Istanbul Buyuksehir Belediyespor vs. Trabzonspor - Saturday January 7 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;EKSIOGLU;DEPE;ZAYATTE;HASPOLATLI;INANC;TEKDEMIR;HOLMEN;DOKA MADUREIRA;AKAN;TOM
Istanbul Buyuksehir Belediyespor vs. Trabzonspor - Saturday January 7 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;GLOWACKI;KACAR;CELUSTKA;COLMAN;AKGUN;ADIN;MIERZEJEWSKI;ALTINTOP;YILMAZ
Samsunspor vs. Galatasaray - Saturday January 7 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;SARIOGLU;COLAK;INAN;FELIPE MELO;BAYTAR;ELMANDER;BAROS
Samsunspor vs. Galatasaray - Saturday January 7 - 2012,Samsunspor,hard,4-1-4-1,TASKIRAN;TUNCER;KHUBUTIA;TOKAK;ALKASI;FINK;EKIGHO;CEYLAN;ARSLAN;YILDIRIM;ZENKE
Ankaragucu vs. Besiktas - Sunday January 8 - 2012,Ankaragucu,hard,4-5-1,KORK;DOGAN;KURT;TOSCALI;COGUM;ERDOGAN;GULDEN;TURKMEN;KESEROGLU;SAHIN;KELES
Ankaragucu vs. Besiktas - Sunday January 8 - 2012,Besiktas,easy,4-3-3,GONEN;KOYBASI;KORKMAZ;SIVOK;DAG;FERNANDES;ERNST;KAVLAK;SIMAO;ALMEIDA;PEKTEMEK
Antalyaspor vs. Kayserispor - Sunday January 8 - 2012,Antalyaspor,hard,4-2-3-1,NDJOCK;MINEV;BARIS;TURAN;TANDOGAN;DAGASAN;KAYA;TITA;BASSAN;ZITOUNI;ATES
Antalyaspor vs. Kayserispor - Sunday January 8 - 2012,Kayserispor,hard,4-2-3-1,NAVARRO;KALDIRIM;EKER;GUNGOR;PEKARIK;RIVEROS;SANTANA;BISESWAR;TROISI;YILMAZ;UNAL
Eskisehirspor vs. Sivasspor - Sunday January 8 - 2012,Eskisehirspor,hard,4-2-3-1,IVESA;YAMAN;DIEGO ANGELO;NADAREVIC;SARI;ERTUGRUL;DEDE;POTUK;TELLO;KAMARA;YILDIZ
Eskisehirspor vs. Sivasspor - Sunday January 8 - 2012,Sivasspor,hard,4-2-3-1,KOCA;KONUK;NAVRATIL;RAJNOCH;KAVUK;BEKMEZCI;NAS;GROSICKI;KILIC;CERNY;ENERAMO
Kardemir Dc Karabukspor vs. Genclerbirligi - Sunday January 8 - 2012,Genclerbirligi,hard,4-3-3,KOSE;SEDEF;CURRI;KULUSIC;AKGUN;DELIBALTA;CAN;AYDOGDU;ZEC;TUM;OZTEKIN
Kardemir Dc Karabukspor vs. Genclerbirligi - Sunday January 8 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,USAK;SERIC;MABIALA;OZDIN;CAKIR;SARP;KAGAN SOYLEMEZGILLER;SHELTON;CERNAT;VAROL;PARLAK
Manisaspor vs. Orduspor - Sunday January 8 - 2012,Manisaspor,hard,4-3-3,AVCIBAY;KLUKOWSKI;AKAMINKO;TOK;BARIS;CALISKAN;INCEDEMIR;ERDOGAN;SIMPSON;KAHE;PROMISE
Manisaspor vs. Orduspor - Sunday January 8 - 2012,Orduspor,hard,4-2-3-1,FORNEZZI;SAHIN;AYHAN;GARCIA;DERELI;TUNCER;CAMDALI;RIBEIRO;OZMERT;DALMAT;STANCU
Fenerbahce vs. Gaziantepspor - Monday January 9 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;GONUL;STOCH;CRISTIAN;ALEX;IRAVUL;TOPUZ;SENTURK
Fenerbahce vs. Gaziantepspor - Monday January 9 - 2012,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;CAN;NOUNKEU;SUME;ZENGIN;GULLE;HAS;SOSA;SAPARA;POPOV;TOSUN
Galatasaray vs. Kardemir Dc Karabukspor - Saturday January 14 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;CETIN;KAYA;UJFALUSI;COLAK;INAN;FELIPE MELO;KAZIM-RICHARDS;ELMANDER;BAROS
Galatasaray vs. Kardemir Dc Karabukspor - Saturday January 14 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,USAK;OZGENC;CAKIR;MABIALA;SERIC;KAGAN SOYLEMEZGILLER;SARP;TASKIRAN;CERNAT;HIKMET;SHELTON
Genclerbirligi vs. Eskisehirspor - Saturday January 14 - 2012,Eskisehirspor,hard,4-2-3-1,IVESA;DEDE;DIEGO ANGELO;NADAREVIC;ARSLAN;GUCER;SARI;YAMAN;POTUK;ESER;KARADENIZ
Genclerbirligi vs. Eskisehirspor - Saturday January 14 - 2012,Genclerbirligi,hard,4-3-3,KOSE;TEBER;CURRI;SEDEF;CAN;DELIBALTA;ILERI;AYDOGDU;OZTEKIN;TUM;MERIC
Besiktas vs. Bursaspor - Sunday January 15 - 2012,Besiktas,easy,4-1-4-1,RECBER;KOYBASI;KORKMAZ;TORAMAN;DAG;ERNST;KAVLAK;FERNANDES;UYSAL;EDU;ALMEIDA
