game,team,difficulty,formation,lineup,lineup_numbers
Istanbulspor vs. Besiktas - Saturday September 20 - 2003,Istanbulspor,hard,4-4-2,DAGLAROGLU;BAYAR;AKBAS;OKECHUKWU;CAN;ALEKSANDROV;SAIDOU;VIDUSLU;YOZGATLI;BOLIC;BALILI,24;26;98;5;8;10;20;19;66;9;17
Malatyaspor vs. Ankaragucu - Saturday September 20 - 2003,Ankaragucu,hard,4-4-2,OZGULTEKIN;DURSUN;KUTLU;BARIS;OZSARAC;KELES;OZLEM;GALEANO;EVREN;SALCEDO;RAGAB,22;2;4;45;3;10;5;25;14;8;19
Malatyaspor vs. Ankaragucu - Saturday September 20 - 2003,Malatyaspor,hard,4-4-2,TUNCAY;BILGE;KORKMAZ;SEYHAN;DUMAN;KOCAK;ABDELAZIZ;MKHALELE;AKAGUNDUZ;ULUSOY;BIRLIK,48;3;44;28;51;77;14;30;6;9;7
Denizlispor vs. Bursaspor - Sunday September 21 - 2003,Bursaspor,hard,3-5-2,VINTILA;KORKMAZ;GURACAR;JUNIOR;MIU;SERTKAYA;ESER;FRASINEANU;TUNA;GANEA;YILMAZ,1;16;4;6;3;21;11;20;18;9;10
Denizlispor vs. Bursaspor - Sunday September 21 - 2003,Denizlispor,hard,3-5-2,HAMIDOU;KRATOCHVIL;ATAN;AKDENIZ;BAYAZIT;KARTOP;GULPINAR;MULTAHARJU;KECELI;MARTIN;BIRDAL,16;77;6;17;7;3;60;22;28;9;11
Diyarbakirspor vs. Akcaabat Sebatspor - Sunday September 21 - 2003,Akcaabat Sebatspor,hard,4-5-1,AKTAS;SUNGUR;BAYRAK;GUVEN;GEZMIS;UZUN;KIP;KARACA;OZGUR;DERELI;SUMIALA,13;19;21;4;5;18;2;11;7;27;17
Diyarbakirspor vs. Akcaabat Sebatspor - Sunday September 21 - 2003,Diyarbakirspor,hard,3-5-2,KARAGOL;STAVREVSKI;SAATCIOGLU;TUNC;HACIOGLU;YUNGUL;JUPI;GHODHBANE;YIGIT;BAKADAL;AKYUZ,21;12;5;3;53;35;20;17;22;19;11
Elazigspor vs. Rizespor - Sunday September 21 - 2003,Elazigspor,hard,3-5-2,KONIG;TURGUT;GUR;KURNAZ;OZALP;HATIPOGLU;BIULA;AGCAY;CZINEGE;EFFA-OWONA;YANIK,1;71;45;5;6;23;17;9;33;25;11
Elazigspor vs. Rizespor - Sunday September 21 - 2003,Rizespor,hard,4-4-2,INAN;VICTORIA;AZER;BESERLER;CAGIRAN;OZDEMIR;AVCI;SEDLAK;DEMIRAY;OZTURK;SOZKESEN,16;14;81;2;6;10;5;13;7;9;11
Galatasaray vs. Fenerbahce - Sunday September 21 - 2003,Fenerbahce,easy,4-2-3-1,BILER;OZAT;LUCIANO;TOMAS;AKYEL;SAHIN;ASLAN;PETKOV;MEHMET AURELIO;AKIN;VAN HOOIJDONK,13;5;2;6;4;21;27;19;15;9;17
Galatasaray vs. Fenerbahce - Sunday September 21 - 2003,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;DE BOER;KORKMAZ;PRATES;BALJIC;BATISTA;ARSLAN;SARIOGLU;SUKUR;ERDEM,1;67;5;3;29;14;8;20;55;10;6
Adanaspor vs. Galatasaray - Friday September 26 - 2003,Adanaspor,hard,5-4-1,SAHIN;BEKIROGLU;OZTURK;YANYALI;UNAL;YAVUZ;DALCICEK;KOSE;YUCETAS;LALIK;ATES,1;79;4;3;19;21;8;53;6;30;10
Adanaspor vs. Galatasaray - Friday September 26 - 2003,Galatasaray,easy,4-2-3-1,MONDRAGON;AK;DE BOER;KORKMAZ;PRATES;HASPOLATLI;ARSLAN;AKMAN;GOKTAN;SARIOGLU;SUKUR,1;4;5;3;29;19;20;18;7;55;10
Ankaragucu vs. Istanbulspor - Saturday September 27 - 2003,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;DURSUN;OZLEM;YILDIRIM;KOCAK;EVREN;RAGAB;KARTAL,22;45;4;3;2;5;36;66;14;19;9
Ankaragucu vs. Istanbulspor - Saturday September 27 - 2003,Istanbulspor,hard,4-4-2,ZDRAVKOV;BAYAR;AKBAS;OKECHUKWU;CAN;ALEKSANDROV;VIDUSLU;SAIDOU;YOZGATLI;BOLIC;BALILI,1;26;98;5;8;10;19;20;66;9;17
Bursaspor vs. Konyaspor - Saturday September 27 - 2003,Bursaspor,hard,4-4-2,VINTILA;DAMLA;MIU;GURACAR;KILIC;SEN;JUNIOR;FRASINEANU;TUNA;GANEA;YILMAZ,1;30;3;4;17;23;6;20;18;9;10
Bursaspor vs. Konyaspor - Saturday September 27 - 2003,Konyaspor,hard,3-5-2,BOUKAR;GUNDOSTU;TEMIZKANOGLU;TURKMEN;KARACA;UGUR;CACA;YESILKAYA;CELIK;BIRYOL;AKSOY,1;4;9;33;16;22;28;20;2;8;14
Fenerbahce vs. Genclerbirligi - Saturday September 27 - 2003,Fenerbahce,easy,4-1-4-1,BILER;PETKOV;LUCIANO;TOMAS;AKYEL;OZAT;SANLI;MEHMET AURELIO;SAHIN;ASLAN;VAN HOOIJDONK,13;19;2;6;4;5;10;15;21;27;17
Fenerbahce vs. Genclerbirligi - Saturday September 27 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;EL SAKA;BARIS;MERCIMEK;DAEMS;AKIN;SKOKO;BOZKURT;BALCI;YOULA;OZKAN,16;5;25;23;3;7;15;14;30;11;8
Samsunspor vs. Elazigspor - Saturday September 27 - 2003,Elazigspor,hard,4-4-2,KONIG;KURNAZ;GUR;HATIPOGLU;TURGUT;OZALP;BIULA;CZINEGE;AGCAY;EFFA-OWONA;YANIK,1;5;45;23;71;6;17;33;9;25;11
Samsunspor vs. Elazigspor - Saturday September 27 - 2003,Samsunspor,hard,4-4-2,GENCER;ADALTO;MILTON DO O;YAVAS;CAN;SAGIR;KIRITA;TURHAN;NAS;AYKUT;ALTIN,33;19;2;27;17;8;21;7;6;10;20
Akcaabat Sebatspor vs. Gaziantepspor - Sunday September 28 - 2003,Akcaabat Sebatspor,hard,3-5-2,AKTAS;GEZMIS;BAYRAK;YILMAZ;UZUN;KIP;OZGUR;BILAZER;DERELI;KINALI;KARACA,13;5;21;28;18;2;7;20;27;61;11
Akcaabat Sebatspor vs. Gaziantepspor - Sunday September 28 - 2003,Gaziantepspor,hard,4-4-2,CATKIC;YURT;TORAMAN;BOUAZIZI;BAKI;LAZAROV;JOHNSON;NAMLI;OZBAY;OZER;JAZIRI,1;38;19;13;8;11;15;10;66;9;20
Besiktas vs. Trabzonspor - Sunday September 28 - 2003,Besiktas,easy,3-5-2,CORDOBA;ASIK;RONALDO GUIARO;ZAGO;UZULMEZ;HAVUTCU;YALCIN;GIUNTI;KOC;MANSIZ;PANCU,1;2;5;30;19;3;10;20;71;26;9
Besiktas vs. Trabzonspor - Sunday September 28 - 2003,Trabzonspor,easy,4-4-2,SONMEZ;D'HAENE;CORA;DIENG;YALCINKAYA;KARADENIZ;CIMSIR;EGE;EREN;TEKKE;ROMASHCHENKO,26;24;18;14;32;61;5;25;34;9;22
Denizlispor vs. Malatyaspor - Sunday September 28 - 2003,Denizlispor,hard,3-5-2,HAMIDOU;KRATOCHVIL;ATAN;KECELI;BAYAZIT;AKDENIZ;GULPINAR;KARTOP;MULTAHARJU;MARTIN;AYDIN,16;77;6;28;7;17;60;3;22;9;19
Denizlispor vs. Malatyaspor - Sunday September 28 - 2003,Malatyaspor,hard,4-4-2,TUNCAY;BENSOL;HUSEYINOGLU;SEYHAN;DUMAN;KOCAK;KORKMAZ;ABDELAZIZ;UZ;ULUSOY;BIRLIK,48;99;52;28;51;77;44;14;13;9;7
Rizespor vs. Diyarbakirspor - Sunday September 28 - 2003,Diyarbakirspor,hard,4-4-2,KARAGOL;BECEREN;SAATCIOGLU;SALAR;YIGIT;STAVREVSKI;JUPI;YUNGUL;SAMATYALI;BAKADAL;AKYUZ,21;4;5;23;22;12;20;35;10;19;11
Rizespor vs. Diyarbakirspor - Sunday September 28 - 2003,Rizespor,hard,4-4-2,INAN;CAGIRAN;DUYMUS;AVCI;BESERLER;VICTORIA;OZDEMIR;DEMIRAY;AZER;OZTURK;SOZKESEN,16;6;49;5;2;14;10;7;81;9;11
Konyaspor vs. Fenerbahce - Friday October 3 - 2003,Fenerbahce,easy,4-1-4-1,BILER;PETKOV;LUCIANO;TOMAS;AKYEL;OZAT;SANLI;ASLAN;MEHMET AURELIO;AKIN;VAN HOOIJDONK,13;19;2;6;4;5;10;27;15;9;17
Konyaspor vs. Fenerbahce - Friday October 3 - 2003,Konyaspor,hard,3-5-2,BOUKAR;GUNDOSTU;TEMIZKANOGLU;TURKMEN;GURELER;YILMAZ;AKSOY;YESILKAYA;CELIK;BIRYOL;ISLER,1;4;9;33;42;6;14;20;2;8;10
Galatasaray vs. Akcaabat Sebatspor - Saturday October 4 - 2003,Akcaabat Sebatspor,hard,4-2-3-1,OZEL;UZUN;BAYRAK;YILMAZ;DERELI;GEZMIS;KIP;OZGUR;OZTURK;BILAZER;KARACA,1;18;21;28;27;5;2;7;54;20;11
Galatasaray vs. Akcaabat Sebatspor - Saturday October 4 - 2003,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;DE BOER;KORKMAZ;SARIOGLU;SAS;BATISTA;AKMAN;HASPOLATLI;SUKUR;ERDEM,1;67;5;3;55;11;8;18;19;10;6
Genclerbirligi vs. Adanaspor - Saturday October 4 - 2003,Adanaspor,hard,3-5-2,SAHIN;YANYALI;KOSE;UNAL;SALGINOGLU;BEKIROGLU;LALIK;YUCETAS;YAVUZ;ATES;GURSOY,1;3;53;19;2;79;30;6;21;10;7
Genclerbirligi vs. Adanaspor - Saturday October 4 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;EL SAKA;BOZKURT;MERCIMEK;DAEMS;BALCI;SKOKO;BARIS;TANDOGAN;OZKAN;YOULA,16;5;14;23;3;30;15;25;22;8;11
Istanbulspor vs. Denizlispor - Saturday October 4 - 2003,Denizlispor,hard,3-5-2,HAMIDOU;KRATOCHVIL;ATAN;KECELI;BAYAZIT;AKDENIZ;GULPINAR;KARTOP;MULTAHARJU;MARTIN;BIRDAL,16;77;6;28;7;17;60;3;22;9;11
Istanbulspor vs. Denizlispor - Saturday October 4 - 2003,Istanbulspor,hard,3-5-2,ZDRAVKOV;OKECHUKWU;AKBAS;CAN;ALEKSANDROV;VIDUSLU;DOGU;SAIDOU;YOZGATLI;BOLIC;BALILI,1;5;98;8;10;19;11;20;66;9;17
Malatyaspor vs. Bursaspor - Saturday October 4 - 2003,Bursaspor,hard,3-5-2,VINTILA;GURACAR;ER;MIU;DAMLA;SERTKAYA;FRASINEANU;ALEMDAR;TUNA;YILMAZ;AL,1;4;5;3;30;21;20;14;18;10;27
Malatyaspor vs. Bursaspor - Saturday October 4 - 2003,Malatyaspor,hard,3-5-2,TUNCAY;SEYHAN;KORKMAZ;OZSOY;KOCAK;BIRLIK;ABDELAZIZ;YAVAS;BENSOL;ULUSOY;AKAGUNDUZ,48;28;44;4;77;7;14;10;99;9;6
Diyarbakirspor vs. Samsunspor - Sunday October 5 - 2003,Diyarbakirspor,hard,3-5-2,KARAGOL;STAVREVSKI;SAATCIOGLU;TUNC;JUPI;BECEREN;YUNGUL;GHODHBANE;YIGIT;BAKADAL;HACIOGLU,21;12;5;3;20;4;35;17;22;19;53
Diyarbakirspor vs. Samsunspor - Sunday October 5 - 2003,Samsunspor,hard,3-5-2,GENCER;YAVAS;MILTON DO O;YELEK;ADALTO;NAS;SAGIR;TURHAN;CAN;AYKUT;ALTIN,33;27;2;28;19;6;8;7;17;10;20
Elazigspor vs. Besiktas - Sunday October 5 - 2003,Besiktas,easy,3-5-2,KURSUNLU;RONALDO GUIARO;ASIK;YILDIRIM;TOPRAKTEPE;SULUN;METIN;HAVUTCU;DABROWSKI;MANSIZ;YALCIN,22;5;2;4;41;6;67;3;17;26;10
Elazigspor vs. Besiktas - Sunday October 5 - 2003,Elazigspor,hard,4-4-2,KONIG;KURNAZ;YANIK;TURGUT;HATIPOGLU;OZALP;BIULA;MARANGOZ;AGCAY;EFFA-OWONA;ALTUN,1;5;11;71;23;6;17;27;9;25;53
Gaziantepspor vs. Rizespor - Sunday October 5 - 2003,Gaziantepspor,hard,3-5-2,CATKIC;TORAMAN;BOUAZIZI;YURT;BOLUKBASI;AYHAN;NAMLI;BAKI;OZBAY;OZER;LAZAROV,1;19;13;38;7;72;10;8;66;9;11
Gaziantepspor vs. Rizespor - Sunday October 5 - 2003,Rizespor,hard,3-5-2,INAN;CAGIRAN;AVCI;BESERLER;VICTORIA;ASKAROGLU;DEMIRAY;SEDLAK;AZER;SOZKESEN;OZDEMIR,16;6;5;2;14;43;7;13;81;11;10
Trabzonspor vs. Ankaragucu - Sunday October 5 - 2003,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;DURSUN;GALEANO;YILDIRIM;OZLEM;EVREN;RAGAB;KELES,22;45;4;3;2;25;36;5;14;19;10
Trabzonspor vs. Ankaragucu - Sunday October 5 - 2003,Trabzonspor,easy,4-4-2,SONMEZ;SOMERS;D'HAENE;YAVUZ;CORA;ROMASHCHENKO;CIMSIR;EGE;KARADENIZ;YILMAZ;AHINFUL,26;8;24;38;18;22;5;25;61;10;29
Rizespor vs. Galatasaray - Friday October 17 - 2003,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;DE BOER;KORKMAZ;PRATES;SAS;HASPOLATLI;AKMAN;SARIOGLU;SUKUR;BRATU,1;67;5;3;29;11;19;18;55;10;15
Rizespor vs. Galatasaray - Friday October 17 - 2003,Rizespor,hard,4-4-2,INAN;VICTORIA;DUYMUS;AZER;CAGIRAN;OZDEMIR;BESERLER;AVCI;DEMIRAY;OZTURK;SOZKESEN,16;14;49;81;6;10;2;5;7;9;11
Adanaspor vs. Konyaspor - Saturday October 18 - 2003,Adanaspor,hard,3-5-2,SAHIN;OZTURK;YANYALI;UNAL;BEKIROGLU;YAVUZ;LALIK;YUCETAS;OZATAK;ATES;SALGINOGLU,1;4;3;19;79;21;30;6;22;10;2
Adanaspor vs. Konyaspor - Saturday October 18 - 2003,Konyaspor,hard,3-5-2,BOUKAR;GUNDOSTU;TEMIZKANOGLU;TURKMEN;GUNEY;YILMAZ;AKSOY;YESILKAYA;CELIK;ISLER;BIRYOL,1;4;9;33;12;6;14;20;2;10;8
Ankaragucu vs. Elazigspor - Saturday October 18 - 2003,Ankaragucu,hard,3-5-2,OZGULTEKIN;EL DESOUKI;KUTLU;OZSARAC;DURSUN;OZLEM;ERIS;YILDIRIM;EVREN;RAGAB;KELES,22;13;4;3;2;5;7;36;14;19;10
Ankaragucu vs. Elazigspor - Saturday October 18 - 2003,Elazigspor,hard,3-5-2,USAK;TURGUT;DEBNAR;YANIK;OZALP;CZINEGE;BIULA;AGCAY;YAGMUR;EFFA-OWONA;ALTUN,54;71;99;11;6;33;17;9;24;25;53
Besiktas vs. Diyarbakirspor - Saturday October 18 - 2003,Besiktas,easy,3-5-2,CORDOBA;RONALDO GUIARO;ASIK;ZAGO;TOPRAKTEPE;HAVUTCU;METIN;GIUNTI;KOC;MANSIZ;AHMED HASSAN,1;5;2;30;41;3;67;20;71;26;77
Besiktas vs. Diyarbakirspor - Saturday October 18 - 2003,Diyarbakirspor,hard,4-5-1,KARAGOL;TUNC;SAATCIOGLU;BECEREN;YIGIT;DEMIRCIOGLU;BOZACI;JUPI;GHODHBANE;SAMATYALI;BAKADAL,21;3;5;4;22;34;6;20;17;10;19
Akcaabat Sebatspor vs. Genclerbirligi - Sunday October 19 - 2003,Akcaabat Sebatspor,hard,3-5-2,OZEL;GEZMIS;BAYRAK;ZAJAC;UZUN;KIP;OZGUR;BILAZER;DERELI;KAYNAK;SUMIALA,1;5;21;15;18;2;7;20;27;38;17
Akcaabat Sebatspor vs. Genclerbirligi - Sunday October 19 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;MERCIMEK;BOZKURT;OZBEY;DAEMS;BALCI;MBAYO;BARIS;TANDOGAN;CIHAN;OZKAN,16;23;14;6;3;30;12;25;22;50;8
Bursaspor vs. Fenerbahce - Sunday October 19 - 2003,Bursaspor,hard,4-4-2,VINTILA;DAMLA;MIU;GURACAR;TUNA;FRASINEANU;ER;SERTKAYA;ALEMDAR;GANEA;YILMAZ,1;30;3;4;18;20;5;21;14;9;10
Bursaspor vs. Fenerbahce - Sunday October 19 - 2003,Fenerbahce,easy,4-4-2,BILER;PETKOV;LUCIANO;TOMAS;AKYEL;SANLI;SAHIN;OZAT;AKIN;VAN HOOIJDONK;REBROV,13;19;2;6;4;10;21;5;9;17;18
Denizlispor vs. Trabzonspor - Sunday October 19 - 2003,Denizlispor,hard,4-4-2,HAMIDOU;AKDENIZ;ATAN;KRATOCHVIL;KECELI;BAYAZIT;GULPINAR;KARTOP;MULTAHARJU;MARTIN;BIRDAL,16;17;6;77;28;7;60;3;22;9;11
Denizlispor vs. Trabzonspor - Sunday October 19 - 2003,Trabzonspor,easy,4-3-1-2,PETKOVIC;SOMERS;D'HAENE;ASIL;EREN;EGE;CIMSIR;ROMASHCHENKO;KARADENIZ;YILMAZ;TEKKE,1;8;24;6;34;25;5;22;61;10;9
Malatyaspor vs. Istanbulspor - Sunday October 19 - 2003,Istanbulspor,hard,3-5-2,ZDRAVKOV;DOGANTEZ;OKECHUKWU;AKBAS;BAYAR;VIDUSLU;SAIDOU;CAN;YOZGATLI;BUSHI;BOLIC,1;3;5;98;26;19;20;8;66;21;9
Malatyaspor vs. Istanbulspor - Sunday October 19 - 2003,Malatyaspor,hard,3-5-2,TUNCAY;SEYHAN;KORKMAZ;DUMAN;KOCAK;MKHALELE;PACHOLA;ABDELAZIZ;BIRLIK;ULUSOY;AKAGUNDUZ,48;28;44;51;77;30;33;14;7;9;6
Samsunspor vs. Gaziantepspor - Sunday October 19 - 2003,Gaziantepspor,hard,3-5-2,CATKIC;TORAMAN;BOUAZIZI;BOLUKBASI;BAKI;AYHAN;GUNES;JOHNSON;OZBAY;PREKO;LAZAROV,1;19;13;7;8;72;27;15;66;22;11
Samsunspor vs. Gaziantepspor - Sunday October 19 - 2003,Samsunspor,hard,3-5-2,GENCER;YELEK;OZKOYLU;ADALTO;SAGIR;KIRITA;TURHAN;NAS;CAN;JUNINHO CEARENSE;ALTIN,33;28;5;19;8;21;7;6;17;9;20
Fenerbahce vs. Adanaspor - Friday October 24 - 2003,Adanaspor,hard,3-5-2,SAHIN;YANYALI;KOSE;OZTURK;BEKIROGLU;YAVUZ;YUCETAS;OZATAK;UNAL;MESZAROS;LALIK,1;3;53;4;79;21;6;22;19;15;30
Fenerbahce vs. Adanaspor - Friday October 24 - 2003,Fenerbahce,easy,4-1-4-1,BILER;PETKOV;LUCIANO;TOMAS;AKYEL;OZAT;SANLI;ASLAN;MEHMET AURELIO;AKIN;VAN HOOIJDONK,13;19;2;6;4;5;10;27;15;9;17
Diyarbakirspor vs. Ankaragucu - Saturday October 25 - 2003,Ankaragucu,hard,3-5-2,OZGULTEKIN;EL DESOUKI;KUTLU;OZSARAC;DURSUN;GALEANO;ERIS;KOCAK;SMEETS;RAGAB;KELES,22;13;4;3;2;25;7;66;99;19;10
Diyarbakirspor vs. Ankaragucu - Saturday October 25 - 2003,Diyarbakirspor,hard,3-5-2,KARAGOL;TUNC;SAATCIOGLU;BECEREN;DEMIRCIOGLU;BOZACI;JUPI;GHODHBANE;YIGIT;GUNER;SAMATYALI,21;3;5;4;34;6;20;17;22;9;10
Elazigspor vs. Denizlispor - Saturday October 25 - 2003,Denizlispor,hard,4-4-2,HAMIDOU;AKDENIZ;ATAN;KRATOCHVIL;BAYER;BAYAZIT;GULPINAR;KARTOP;MULTAHARJU;MARTIN;BIRDAL,16;17;6;77;14;7;60;3;22;9;11
Elazigspor vs. Denizlispor - Saturday October 25 - 2003,Elazigspor,hard,3-5-2,USAK;DEBNAR;HATIPOGLU;OZALP;TURGUT;GUR;BIULA;CZINEGE;KOPRULU;EFFA-OWONA;YANIK,54;99;23;6;71;45;17;33;8;25;11
Galatasaray vs. Samsunspor - Saturday October 25 - 2003,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;DE BOER;KORKMAZ;PRATES;SAS;HASPOLATLI;AKMAN;ERDEM;SUKUR;BRATU,1;67;5;3;29;11;19;18;6;10;15
Galatasaray vs. Samsunspor - Saturday October 25 - 2003,Samsunspor,hard,4-4-2,SHORUNMU;AKTEPE;YAVAS;YELEK;GUNGOR;ADALTO;KIRITA;TURHAN;NAS;JUNINHO CEARENSE;ALTIN,1;24;27;28;13;19;21;7;6;9;20
Trabzonspor vs. Malatyaspor - Saturday October 25 - 2003,Malatyaspor,hard,4-4-2,TUNCAY;BENSOL;KORKMAZ;OZSOY;DUMAN;KOCAK;ABDELAZIZ;PACHOLA;MKHALELE;ULUSOY;AKAGUNDUZ,48;99;44;4;51;77;14;33;30;9;6
Trabzonspor vs. Malatyaspor - Saturday October 25 - 2003,Trabzonspor,easy,4-4-2,PETKOVIC;SOMERS;D'HAENE;CORA;ASIL;ROMASHCHENKO;KARADENIZ;EGE;EREN;YILMAZ;TEKKE,1;8;24;18;6;22;61;25;34;10;9
Gaziantepspor vs. Besiktas - Sunday October 26 - 2003,Besiktas,easy,3-5-2,CORDOBA;RONALDO GUIARO;ASIK;YILDIRIM;UZULMEZ;HAVUTCU;METIN;GIUNTI;DABROWSKI;MANSIZ;PANCU,1;5;2;4;19;3;67;20;17;26;9
Gaziantepspor vs. Besiktas - Sunday October 26 - 2003,Gaziantepspor,hard,4-4-2,CATKIC;BOLUKBASI;TORAMAN;BOUAZIZI;OZBAY;AYHAN;JOHNSON;GUNES;BAKI;JAZIRI;LAZAROV,1;7;19;13;66;72;15;27;8;20;11
Genclerbirligi vs. Rizespor - Sunday October 26 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;EL SAKA;BOZKURT;MERCIMEK;DAEMS;BALCI;SKOKO;BARIS;TANDOGAN;OZKAN;YOULA,16;5;14;23;3;30;15;25;22;8;11
Genclerbirligi vs. Rizespor - Sunday October 26 - 2003,Rizespor,hard,4-4-2,INAN;CAGIRAN;DUYMUS;BESERLER;AZER;OZDEMIR;VURUR;AVCI;ASKAROGLU;OZTURK;DEMIRAY,16;6;49;2;81;10;23;5;43;9;7
Istanbulspor vs. Bursaspor - Sunday October 26 - 2003,Bursaspor,hard,4-4-2,VINTILA;KORKMAZ;MIU;ER;TUNA;DAMLA;JUNIOR;FRASINEANU;ALEMDAR;GANEA;YILMAZ,1;16;3;5;18;30;6;20;14;9;10
Istanbulspor vs. Bursaspor - Sunday October 26 - 2003,Istanbulspor,hard,4-4-2,ZDRAVKOV;BAYAR;AKBAS;OKECHUKWU;DOGANTEZ;YOZGATLI;SAIDOU;VIDUSLU;KUS;BUSHI;BOLIC,1;26;98;5;3;66;20;19;36;21;9
Konyaspor vs. Akcaabat Sebatspor - Sunday October 26 - 2003,Akcaabat Sebatspor,hard,4-4-2,AKTAS;UZUN;BAYRAK;GEZMIS;GUVEN;OZGUR;ZAJAC;BILAZER;DERELI;KAYNAK;SUMIALA,13;18;21;5;4;7;15;20;27;38;17
Konyaspor vs. Akcaabat Sebatspor - Sunday October 26 - 2003,Konyaspor,hard,3-5-2,BOUKAR;GUNDOSTU;TEMIZKANOGLU;TURKMEN;KARACA;YILMAZ;AKSOY;YESILKAYA;CELIK;AKIN;BIRYOL,1;4;9;33;16;6;14;20;2;11;8
Besiktas vs. Galatasaray - Friday October 31 - 2003,Besiktas,easy,4-4-2,CORDOBA;UZULMEZ;RONALDO GUIARO;ASIK;HAVUTCU;METIN;GIUNTI;YILDIRIM;DABROWSKI;MANSIZ;PANCU,1;19;5;2;3;67;20;4;17;26;9
Besiktas vs. Galatasaray - Friday October 31 - 2003,Galatasaray,easy,4-4-2,MONDRAGON;AK;DE BOER;KORKMAZ;PRATES;PENBE;HASPOLATLI;AKMAN;SARIOGLU;SUKUR;BRATU,1;4;5;3;29;67;19;18;55;10;15
Ankaragucu vs. Gaziantepspor - Saturday November 1 - 2003,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;TURKMEHMET;GALEANO;ERIS;OZLEM;KELES;SALCEDO;KARTAL,22;45;4;3;20;25;7;5;10;8;9
Ankaragucu vs. Gaziantepspor - Saturday November 1 - 2003,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;BOUAZIZI;TORAMAN;COLAK;JOHNSON;NAMLI;AYHAN;OZBAY;JAZIRI;LAZAROV,1;6;13;19;5;15;10;72;66;20;11
Denizlispor vs. Diyarbakirspor - Saturday November 1 - 2003,Denizlispor,hard,4-4-2,HAMIDOU;AKDENIZ;ATAN;KRATOCHVIL;KECELI;BAYAZIT;GULPINAR;KARTOP;MULTAHARJU;MARTIN;BIRDAL,16;17;6;77;28;7;60;3;22;9;11
Denizlispor vs. Diyarbakirspor - Saturday November 1 - 2003,Diyarbakirspor,hard,3-5-2,KARAGOL;BECEREN;SAATCIOGLU;TUNC;DEMIRCIOGLU;BOZACI;JUPI;GHODHBANE;YIGIT;BAKADAL;HACIOGLU,21;4;5;3;34;6;20;17;22;19;53
Istanbulspor vs. Trabzonspor - Saturday November 1 - 2003,Istanbulspor,hard,4-4-2,ZDRAVKOV;BAYAR;AKBAS;OKECHUKWU;DOGANTEZ;ALEKSANDROV;SAIDOU;KUS;YOZGATLI;BUSHI;BOLIC,1;26;98;5;3;10;20;36;66;21;9
Istanbulspor vs. Trabzonspor - Saturday November 1 - 2003,Trabzonspor,easy,4-4-2,PETKOVIC;SOMERS;D'HAENE;CORA;EREN;ROMASHCHENKO;CIMSIR;EGE;KARADENIZ;TEKKE;AHINFUL,1;8;24;18;34;22;5;25;61;9;29
Samsunspor vs. Genclerbirligi - Saturday November 1 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;EL SAKA;BOZKURT;MERCIMEK;DAEMS;BARIS;SKOKO;BASTURK;TANDOGAN;OZKAN;YOULA,16;5;14;23;3;25;15;10;22;8;11
Samsunspor vs. Genclerbirligi - Saturday November 1 - 2003,Samsunspor,hard,4-4-2,SHORUNMU;ADALTO;OZKOYLU;YELEK;CAN;SAGIR;KIRITA;TURHAN;NAS;AYDIN;ALTIN,1;19;5;28;17;8;21;7;6;22;20
Akcaabat Sebatspor vs. Fenerbahce - Sunday November 2 - 2003,Akcaabat Sebatspor,hard,4-4-2,AKTAS;UZUN;BAYRAK;GEZMIS;GUVEN;OZGUR;TOKAC;ZAJAC;DERELI;BILAZER;SUMIALA,13;18;21;5;4;7;22;15;27;20;17
Akcaabat Sebatspor vs. Fenerbahce - Sunday November 2 - 2003,Fenerbahce,easy,4-1-4-1,BILER;PETKOV;LUCIANO;TOMAS;AKYEL;SAHIN;SANLI;ASLAN;MEHMET AURELIO;AKIN;VAN HOOIJDONK,13;19;2;6;4;21;10;27;15;9;17
Bursaspor vs. Adanaspor - Sunday November 2 - 2003,Adanaspor,hard,5-4-1,SAHIN;UNAL;OZTURK;YANYALI;KOSE;YAVUZ;BEKIROGLU;OZATAK;YUCETAS;LALIK;ATES,1;19;4;3;53;21;79;22;6;30;10
Bursaspor vs. Adanaspor - Sunday November 2 - 2003,Bursaspor,hard,4-4-2,KULBILGE;DAMLA;MIU;JUNIOR;TUNA;FRASINEANU;SERTKAYA;ER;ALEMDAR;GANEA;YILMAZ,22;30;3;6;18;20;21;5;14;9;10
Malatyaspor vs. Elazigspor - Sunday November 2 - 2003,Elazigspor,hard,3-5-2,USAK;DEBNAR;COL;TURGUT;OZALP;HATIPOGLU;MARANGOZ;DELIORMAN;AGCAY;BIULA;CZINEGE,54;99;60;71;6;23;27;7;9;17;33
