game,team,difficulty,formation,lineup,lineup_numbers
Ankaragucu vs. Akcaabat Sebatspor - Sunday December 21 - 2003,Ankaragucu,hard,3-5-2,BAHADIR;BARIS;KUTLU;DURSUN;TURKMEHMET;OZLEM;KELES;YILDIRIM;EL DESOUKI;KARTAL;BULUT,1;45;4;2;20;5;10;36;13;9;38
Denizlispor vs. Adanaspor - Sunday December 21 - 2003,Adanaspor,hard,4-3-3,SAHIN;UNAL;BEKIROGLU;OZTURK;BUDAK;KOSE;LALIK;BEKIROGLU;ATES;MESZAROS;BALKAYA,1;19;5;4;44;53;30;79;10;15;23
Denizlispor vs. Adanaspor - Sunday December 21 - 2003,Denizlispor,hard,4-4-2,KUCUK;AKDENIZ;BAYER;KRATOCHVIL;AKINCI;BAYAZIT;GULPINAR;KARTOP;MULTAHARJU;MARTIN;BIRDAL,1;17;14;77;34;7;60;3;22;9;11
Diyarbakirspor vs. Gaziantepspor - Sunday December 21 - 2003,Diyarbakirspor,hard,3-5-2,KARAGOL;MOURA;TUNC;BECEREN;DEMIRCIOGLU;BOZACI;STAVREVSKI;GHODHBANE;YIGIT;GUNER;HACIOGLU,21;30;3;4;34;6;12;17;22;9;53
Diyarbakirspor vs. Gaziantepspor - Sunday December 21 - 2003,Gaziantepspor,hard,4-4-2,CATKIC;BOLUKBASI;JOHNSON;BOUAZIZI;POLAT;KOC;YURT;NAMLI;OZBAY;OZER;JAZIRI,1;7;15;13;6;17;38;10;66;9;20
Istanbulspor vs. Konyaspor - Sunday December 21 - 2003,Istanbulspor,hard,3-5-2,DAGLAROGLU;AKBAS;OKECHUKWU;CAN;BAYAR;VIDUSLU;YOZGATLI;SAIDOU;KUS;BUSHI;ALEKSANDROV,24;98;5;8;26;19;66;20;36;21;10
Istanbulspor vs. Konyaspor - Sunday December 21 - 2003,Konyaspor,hard,3-5-2,ONGUN;GUNDOSTU;AKA;TURKMEN;KARACA;TEMIZKANOGLU;AKSOY;YESILKAYA;CELIK;ISLER;BIRYOL,78;4;65;33;16;9;14;20;2;10;8
Malatyaspor vs. Fenerbahce - Sunday December 21 - 2003,Fenerbahce,easy,4-1-4-1,DEMIREL;ERDOGDU;LUCIANO;TOMAS;GUNES;OZAT;PETKOV;MEHMET AURELIO;SAHIN;AKIN;VAN HOOIJDONK,24;16;2;6;30;5;19;15;21;9;17
Malatyaspor vs. Fenerbahce - Sunday December 21 - 2003,Malatyaspor,hard,4-4-2,TUNCAY;KOCAK;SEYHAN;BENSOL;DUMAN;MKHALELE;ABDELAZIZ;PACHOLA;BIRLIK;AKAGUNDUZ;ULUSOY,48;77;28;99;51;30;14;33;7;6;9
Samsunspor vs. Bursaspor - Sunday December 21 - 2003,Bursaspor,hard,3-5-2,KULBILGE;KORKMAZ;GURACAR;MIU;BULUT;SERTKAYA;ALEMDAR;SEVEN;TUNA;YILMAZ;ESER,22;16;4;3;19;21;14;7;18;10;11
Samsunspor vs. Bursaspor - Sunday December 21 - 2003,Samsunspor,hard,4-4-2,SHORUNMU;ADALTO;YAVAS;YELEK;CAN;SAGIR;KIRITA;GUNGOR;NAS;JUNINHO CEARENSE;AYKUT,1;19;27;28;17;8;21;13;6;9;10
Fenerbahce vs. Rizespor - Sunday January 18 - 2004,Fenerbahce,easy,4-4-2,DEMIREL;GULDUREN;LUCIANO;TOMAS;GUNES;REBROV;SAHIN;OZAT;SANLI;NOBRE;VAN HOOIJDONK,24;3;2;6;30;18;21;5;10;11;17
Fenerbahce vs. Rizespor - Sunday January 18 - 2004,Rizespor,hard,4-4-2,YIGITER;ASKAROGLU;DUYMUS;AVCI;CAGIRAN;SEDLAK;NENE;BAKI;AZER;OZTURK;DEMIRAY,1;43;49;5;6;13;30;22;81;9;7
Diyarbakirspor vs. Galatasaray - Friday January 23 - 2004,Diyarbakirspor,hard,3-5-2,KARAGOL;TUNC;SAATCIOGLU;BECEREN;DEMIRCIOGLU;BOZACI;SAMATYALI;JUPI;YIGIT;BAKADAL;HACIOGLU,21;3;5;4;34;6;10;20;22;19;53
Diyarbakirspor vs. Galatasaray - Friday January 23 - 2004,Galatasaray,easy,4-2-3-1,MONDRAGON;PENBE;AK;TAMAS;USTA;PETRE;BATISTA;AKMAN;ARSLAN;SARIOGLU;BRATU,1;67;4;30;23;24;8;18;20;55;15
Denizlispor vs. Akcaabat Sebatspor - Saturday January 24 - 2004,Akcaabat Sebatspor,hard,3-5-2,AKTAS;GEZMIS;BAYRAK;YILMAZ;UZUN;DERELI;OZGUR;ERGIN;KIP;PARLAYAN;KINALI,13;5;21;28;18;27;7;8;2;52;61
Denizlispor vs. Akcaabat Sebatspor - Saturday January 24 - 2004,Denizlispor,hard,4-4-2,KUCUK;AKDENIZ;ATAN;KRATOCHVIL;BAYER;BAYAZIT;GULPINAR;KARTOP;MULTAHARJU;MARTIN;PAULINHO,1;17;6;77;14;7;60;3;22;9;38
Ankaragucu vs. Rizespor - Sunday January 25 - 2004,Ankaragucu,hard,3-5-2,OZGULTEKIN;DOGANTEZ;TASDEMIR;DURSUN;ALBAYRAK;OZLEM;YILDIRIM;YUCETAS;KELES;BULUT;NAMDAR,22;15;76;2;11;5;36;6;10;38;39
Ankaragucu vs. Rizespor - Sunday January 25 - 2004,Rizespor,hard,3-5-2,SEN;CAGIRAN;AKICI;DUYMUS;CEPNI;TATAN;NENE;SEDLAK;AZER;OZTURK;DURO,75;6;27;49;99;3;30;13;81;9;21
Besiktas vs. Samsunspor - Sunday January 25 - 2004,Besiktas,easy,3-5-2,CORDOBA;HAVUTCU;ZAGO;YILDIRIM;UZULMEZ;SULUN;METIN;GIUNTI;DABROWSKI;MANSIZ;PANCU,1;3;30;4;19;6;67;20;17;26;9
Besiktas vs. Samsunspor - Sunday January 25 - 2004,Samsunspor,hard,4-4-2,SHORUNMU;GUNGOR;YAVAS;YELEK;CAN;SAGIR;KIRITA;TURHAN;JULIO CESAR;KARAMAN;AYKUT,1;13;27;28;17;8;21;7;16;18;10
Elazigspor vs. Genclerbirligi - Sunday January 25 - 2004,Elazigspor,hard,3-5-2,KONIG;GUR;DEBNAR;TURGUT;OZALP;HATIPOGLU;MARANGOZ;DELIORMAN;YANIK;EFFA-OWONA;ALTUN,1;45;99;71;6;23;27;7;11;25;53
Elazigspor vs. Genclerbirligi - Sunday January 25 - 2004,Genclerbirligi,hard,3-5-2,BOTONJIC;BARIS;BOZKURT;OZBEY;DAEMS;BALCI;EROL;SKOKO;TANDOGAN;CIHAN;OZKAN,16;25;14;6;3;30;33;15;22;50;8
Gaziantepspor vs. Bursaspor - Sunday January 25 - 2004,Bursaspor,hard,4-4-2,KULBILGE;BULUT;KORKMAZ;JUNIOR;GURACAR;ESER;GURSEL;GROZDIC;TUNA;OSTERC;YILMAZ,22;19;16;6;4;11;39;15;18;9;10
Gaziantepspor vs. Bursaspor - Sunday January 25 - 2004,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;JOHNSON;TORAMAN;COLAK;NAMLI;BAYRAKTAR;SIMSEK;OZBAY;OZER;LAZAROV,1;6;15;19;5;10;21;16;66;9;11
Istanbulspor vs. Fenerbahce - Sunday January 25 - 2004,Fenerbahce,easy,4-4-2,DEMIREL;PETKOV;LUCIANO;AKYEL;OZAT;SANLI;SAHIN;MEHMET AURELIO;GUNES;NOBRE;VAN HOOIJDONK,24;19;2;4;5;10;21;15;30;11;17
Istanbulspor vs. Fenerbahce - Sunday January 25 - 2004,Istanbulspor,hard,4-4-2,DAGLAROGLU;BAYAR;AKBAS;OKECHUKWU;CAN;ALEKSANDROV;SAIDOU;VIDUSLU;BUYUK;BOLIC;KUS,24;26;98;5;8;10;20;19;34;9;36
Malatyaspor vs. Adanaspor - Sunday January 25 - 2004,Adanaspor,hard,3-5-2,KUCUKTAKA;YANYALI;BEKIROGLU;OZTURK;GURSOY;DALCICEK;YAVUZ;OZATAK;LALIK;MESZAROS;BALKAYA,35;3;5;4;7;8;21;22;30;15;23
Malatyaspor vs. Adanaspor - Sunday January 25 - 2004,Malatyaspor,hard,4-4-2,TUNCAY;KOCAK;KORKMAZ;SEYHAN;BENSOL;MKHALELE;ABDELAZIZ;KAHRAMAN;BIRLIK;AKAGUNDUZ;YAVAS,48;77;44;28;99;30;14;61;7;6;10
Trabzonspor vs. Konyaspor - Sunday January 25 - 2004,Konyaspor,hard,3-5-2,BOUKAR;TEMIZKANOGLU;PEREIRA;DUMAN;KARACA;DEMIR;AKSOY;YESILKAYA;CELIK;ISLER;BIRYOL,1;9;15;51;16;25;14;20;2;10;8
Trabzonspor vs. Konyaspor - Sunday January 25 - 2004,Trabzonspor,easy,4-4-2,PETKOVIC;SOMERS;D'HAENE;ASIL;EREN;KARADENIZ;CIMSIR;EGE;YATTARA;YILMAZ;AHINFUL,1;8;24;6;34;61;5;25;11;10;29
Galatasaray vs. Gaziantepspor - Saturday January 31 - 2004,Galatasaray,easy,4-2-3-1,ERCETIN;PENBE;AK;ERDOGAN;PRATES;PETRE;ARSLAN;ERDOGAN;AKMAN;SARIOGLU;SUKUR,12;67;4;2;29;24;20;33;18;55;10
Galatasaray vs. Gaziantepspor - Saturday January 31 - 2004,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;JOHNSON;TORAMAN;BOLUKBASI;BAYRAKTAR;SIMSEK;NAMLI;OZBAY;OZER;LAZAROV,1;6;15;19;7;21;16;10;66;9;11
Adanaspor vs. Istanbulspor - Sunday February 1 - 2004,Adanaspor,hard,3-5-2,KUCUKTAKA;BUDAK;BEKIROGLU;OZTURK;KAPLAN;DALCICEK;GURSOY;OZATAK;LALIK;MESZAROS;BALKAYA,35;44;5;4;24;8;7;22;30;15;23
Adanaspor vs. Istanbulspor - Sunday February 1 - 2004,Istanbulspor,hard,4-4-2,DAGLAROGLU;BAYAR;AKBAS;AYHAN;ANDRE BORGES;ALEKSANDROV;SAIDOU;KOCABAL;BUYUK;BOLIC;BALILI,24;26;98;6;2;10;20;23;34;9;17
Akcaabat Sebatspor vs. Malatyaspor - Sunday February 1 - 2004,Akcaabat Sebatspor,hard,3-5-2,AKTAS;GEZMIS;BAYRAK;YILMAZ;UZUN;KIP;OZGUR;ERGIN;DERELI;KINALI;KAYNAK,13;5;21;28;18;2;7;8;27;61;38
Akcaabat Sebatspor vs. Malatyaspor - Sunday February 1 - 2004,Malatyaspor,hard,3-5-2,TUNCAY;SEYHAN;KORKMAZ;BENSOL;KOCAK;MKHALELE;ABDELAZIZ;KAHRAMAN;BIRLIK;ULUSOY;AKAGUNDUZ,48;28;44;99;77;30;14;61;7;9;6
Bursaspor vs. Besiktas - Sunday February 1 - 2004,Besiktas,easy,3-5-2,CORDOBA;ZAGO;RONALDO GUIARO;YILDIRIM;TOPRAKTEPE;HAVUTCU;METIN;GIUNTI;DABROWSKI;MANSIZ;YALCIN,1;30;5;4;41;3;67;20;17;26;10
Bursaspor vs. Besiktas - Sunday February 1 - 2004,Bursaspor,hard,4-4-2,KULBILGE;MIU;KORKMAZ;GURACAR;TUNA;BULUT;SERTKAYA;GROZDIC;GURSEL;OSTERC;ESER,22;3;16;4;18;19;21;15;39;9;11
Fenerbahce vs. Trabzonspor - Sunday February 1 - 2004,Fenerbahce,easy,3-5-2,DEMIREL;LUCIANO;GULDUREN;TOMAS;SANLI;SAHIN;MEHMET AURELIO;OZAT;GUNES;VAN HOOIJDONK;NOBRE,22;2;3;6;10;21;15;5;30;17;11
Fenerbahce vs. Trabzonspor - Sunday February 1 - 2004,Trabzonspor,easy,4-4-2,PETKOVIC;BEKIROGLU;D'HAENE;YAVUZ;EREN;SOMERS;CIMSIR;EGE;KARADENIZ;TEKKE;AHINFUL,1;47;24;38;34;8;5;25;61;9;29
Genclerbirligi vs. Diyarbakirspor - Sunday February 1 - 2004,Diyarbakirspor,hard,3-5-2,KARAGOL;TUNC;SAATCIOGLU;BECEREN;STAVREVSKI;DEMIRCIOGLU;BOZACI;JUPI;YIGIT;GUNER;HACIOGLU,21;3;5;4;12;34;6;20;22;9;53
Genclerbirligi vs. Diyarbakirspor - Sunday February 1 - 2004,Genclerbirligi,hard,3-5-2,BOTONJIC;BARIS;BOZKURT;OZBEY;DAEMS;AKIN;SKOKO;BALCI;TANDOGAN;CIHAN;OZKAN,16;25;14;6;3;7;15;30;22;50;8
Konyaspor vs. Elazigspor - Sunday February 1 - 2004,Elazigspor,hard,4-4-2,KONIG;DELIORMAN;DEBNAR;TURGUT;ARSLANER;OZALP;SAHIN;MARANGOZ;CZINEGE;ALTUN;YANIK,1;7;99;71;13;6;65;27;33;53;11
Konyaspor vs. Elazigspor - Sunday February 1 - 2004,Konyaspor,hard,4-4-2,BOUKAR;KARACA;TEMIZKANOGLU;TURKMEN;CELIK;AKSOY;DEMIR;YESILKAYA;DUMAN;ISLER;BIRYOL,1;16;9;33;2;14;25;20;51;10;8
Rizespor vs. Denizlispor - Sunday February 1 - 2004,Denizlispor,hard,3-5-2,HAMIDOU;BAYER;ATAN;KRATOCHVIL;AKDENIZ;GULPINAR;BOYRAZ;KARTOP;MULTAHARJU;MARTIN;BAYAZIT,16;14;6;77;17;60;20;3;22;9;7
Rizespor vs. Denizlispor - Sunday February 1 - 2004,Rizespor,hard,3-5-2,YIGITER;AKICI;AVCI;DUYMUS;OZDEMIR;NENE;DURO;ASKAROGLU;AZER;OZTURK;CHUKWU,1;27;5;49;10;30;21;43;81;9;87
Samsunspor vs. Ankaragucu - Sunday February 1 - 2004,Ankaragucu,hard,4-4-2,OZGULTEKIN;DURSUN;KUTLU;TASDEMIR;DOGANTEZ;ALBAYRAK;YUCETAS;YILDIRIM;KELES;BULUT;NAMDAR,22;2;4;76;15;11;6;36;10;38;39
Samsunspor vs. Ankaragucu - Sunday February 1 - 2004,Samsunspor,hard,4-4-2,SHORUNMU;ADALTO;YAVAS;YELEK;CAN;SAGIR;KIRITA;TURHAN;NAS;KARAMAN;AYKUT,1;19;27;28;17;8;21;7;6;18;10
Ankaragucu vs. Besiktas - Friday February 6 - 2004,Ankaragucu,hard,3-5-2,OZGULTEKIN;DOGANTEZ;TASDEMIR;DURSUN;ALBAYRAK;OZLEM;YUCETAS;KOCAK;YILDIRIM;KELES;BULUT,22;15;76;2;11;5;6;66;36;10;38
Ankaragucu vs. Besiktas - Friday February 6 - 2004,Besiktas,easy,3-5-2,CORDOBA;ZAGO;RONALDO GUIARO;YILDIRIM;TOPRAKTEPE;SULUN;METIN;HAVUTCU;DABROWSKI;PANCU;YALCIN,1;30;5;4;41;6;67;3;17;9;10
Denizlispor vs. Samsunspor - Saturday February 7 - 2004,Denizlispor,hard,3-5-2,HAMIDOU;BAYER;KRATOCHVIL;ATAN;AKDENIZ;KARTOP;GULPINAR;BOYRAZ;MULTAHARJU;RIZA;BAYAZIT,16;14;77;6;17;3;60;20;22;8;7
Denizlispor vs. Samsunspor - Saturday February 7 - 2004,Samsunspor,hard,4-4-2,SHORUNMU;ADALTO;YAVAS;YELEK;CAN;SAGIR;KIRITA;TURHAN;NAS;KARAMAN;AYKUT,1;19;27;28;17;8;21;7;6;18;10
Diyarbakirspor vs. Konyaspor - Saturday February 7 - 2004,Diyarbakirspor,hard,4-4-2,KARAGOL;TUNC;SAATCIOGLU;BECEREN;YIGIT;DEMIRCIOGLU;SALAR;JUPI;STAVREVSKI;BAKADAL;HACIOGLU,21;3;5;4;22;34;23;20;12;19;53
Diyarbakirspor vs. Konyaspor - Saturday February 7 - 2004,Konyaspor,hard,4-4-2,BOUKAR;GURELER;TEMIZKANOGLU;TURKMEN;DUMAN;DEMIR;YESILKAYA;AKSOY;CELIK;ISLER;BIRYOL,1;42;9;33;51;25;20;14;2;10;8
Elazigspor vs. Fenerbahce - Saturday February 7 - 2004,Elazigspor,hard,3-5-2,KONIG;NUORELA;DEBNAR;TURGUT;OZALP;HATIPOGLU;EFFA-OWONA;CZINEGE;KURNAZ;ALTUN;YANIK,1;4;99;71;6;23;25;33;5;53;11
Elazigspor vs. Fenerbahce - Saturday February 7 - 2004,Fenerbahce,easy,3-5-2,DEMIREL;LUCIANO;TOMAS;OZAT;SANLI;MEHMET AURELIO;GULDUREN;GUNES;YOZGATLI;VAN HOOIJDONK;NOBRE,22;2;6;5;10;15;3;30;13;17;11
Gaziantepspor vs. Genclerbirligi - Saturday February 7 - 2004,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;JOHNSON;COLAK;BOLUKBASI;BAYRAKTAR;SIMSEK;NAMLI;OZBAY;OZER;LAZAROV,1;6;15;5;7;21;16;10;66;9;11
Gaziantepspor vs. Genclerbirligi - Saturday February 7 - 2004,Genclerbirligi,hard,3-5-2,BOTONJIC;EL SAKA;BARIS;OZBEY;DAEMS;BALCI;MBAYO;SKOKO;TANDOGAN;CIHAN;OZKAN,16;5;25;6;3;30;12;15;22;50;8
Malatyaspor vs. Rizespor - Saturday February 7 - 2004,Malatyaspor,hard,3-5-2,TUNCAY;OZSOY;KORKMAZ;BENSOL;KOCAK;GULTEKIN;KAHRAMAN;ABDELAZIZ;YAVAS;ULUSOY;AKAGUNDUZ,48;4;44;99;77;81;61;14;10;9;6
Malatyaspor vs. Rizespor - Saturday February 7 - 2004,Rizespor,hard,3-5-2,YIGITER;DUYMUS;AVCI;TATAN;DEMIRAY;BAKI;OZDEMIR;CEPNI;AZER;OZTURK;AKYUZ,1;49;5;3;7;22;10;99;81;9;19
Galatasaray vs. Bursaspor - Sunday February 8 - 2004,Bursaspor,hard,4-4-2,KULBILGE;DAMLA;MIU;GURACAR;TUNA;ESER;SERTKAYA;GROZDIC;GURSEL;OSTERC;YILMAZ,22;30;3;4;18;11;21;15;39;9;10
Galatasaray vs. Bursaspor - Sunday February 8 - 2004,Galatasaray,easy,4-2-3-1,ERCETIN;PENBE;AK;ERDOGAN;PRATES;PETRE;HASPOLATLI;ERDOGAN;AKMAN;SARIOGLU;SUKUR,12;67;4;2;29;24;19;33;18;55;10
Istanbulspor vs. Akcaabat Sebatspor - Sunday February 8 - 2004,Akcaabat Sebatspor,hard,4-4-2,AKTAS;UZUN;GEZMIS;YILMAZ;DERELI;OZGUR;KIP;ZAJAC;ERGIN;KINALI;KAYNAK,13;18;5;28;27;7;2;15;8;61;38
Istanbulspor vs. Akcaabat Sebatspor - Sunday February 8 - 2004,Istanbulspor,hard,4-4-2,DAGLAROGLU;BAYAR;AKBAS;OKECHUKWU;CAN;ALEKSANDROV;KOCABAL;SAIDOU;KUS;BOLIC;BALILI,24;26;98;5;8;10;23;20;36;9;17
Trabzonspor vs. Adanaspor - Sunday February 8 - 2004,Adanaspor,hard,4-4-2,KUCUKTAKA;KAPLAN;BEKIROGLU;OZTURK;BUDAK;GURSOY;DALCICEK;OZATAK;LALIK;BILICAN;BALKAYA,35;24;5;4;44;7;8;22;30;77;23
Trabzonspor vs. Adanaspor - Sunday February 8 - 2004,Trabzonspor,easy,4-4-2,PETKOVIC;BEKIROGLU;SEYHAN;YAVUZ;D'HAENE;SOMERS;CIMSIR;EGE;KARADENIZ;YILMAZ;TEKKE,1;47;28;38;24;8;5;25;61;10;9
Adanaspor vs. Elazigspor - Saturday February 14 - 2004,Adanaspor,hard,3-5-2,KUCUKTAKA;BUDAK;BEKIROGLU;OZTURK;KAPLAN;LALIK;GURSOY;DALCICEK;OZATAK;BALKAYA;KAZMAZ,35;44;5;4;24;30;7;8;22;23;66
Adanaspor vs. Elazigspor - Saturday February 14 - 2004,Elazigspor,hard,3-5-2,KONIG;TURGUT;NUORELA;YANIK;OZALP;HATIPOGLU;MARANGOZ;CZINEGE;ARSLANER;EFFA-OWONA;DELIORMAN,1;71;4;11;6;23;27;33;13;25;7
Samsunspor vs. Malatyaspor - Saturday February 14 - 2004,Malatyaspor,hard,4-4-2,TUNCAY;KOCAK;KORKMAZ;OZSOY;BENSOL;MKHALELE;BIRLIK;KAHRAMAN;GULTEKIN;ULUSOY;AKAGUNDUZ,48;77;44;4;99;30;7;61;81;9;6
Samsunspor vs. Malatyaspor - Saturday February 14 - 2004,Samsunspor,hard,4-4-2,SHORUNMU;ADALTO;YAVAS;YELEK;CAN;JULIO CESAR;KIRITA;TURHAN;NAS;KARAMAN;AYKUT,1;19;27;28;17;16;21;7;6;18;10
Akcaabat Sebatspor vs. Trabzonspor - Sunday February 15 - 2004,Akcaabat Sebatspor,hard,4-4-2,AKTAS;ZAJAC;GEZMIS;YILMAZ;DERELI;OZGUR;KIP;UZUN;DERELIOGLU;KINALI;KAYNAK,13;15;5;28;27;7;2;18;29;61;38
Akcaabat Sebatspor vs. Trabzonspor - Sunday February 15 - 2004,Trabzonspor,easy,4-4-2,PETKOVIC;BEKIROGLU;SEYHAN;YAVUZ;D'HAENE;SOMERS;CIMSIR;EGE;KARADENIZ;YILMAZ;TEKKE,1;47;28;38;24;8;5;25;61;10;9
Besiktas vs. Denizlispor - Sunday February 15 - 2004,Besiktas,easy,3-5-2,CORDOBA;ASIK;RONALDO GUIARO;YILDIRIM;UZULMEZ;PANCU;AYDIN;YALCIN;DABROWSKI;KALOGLU;ILIE,1;2;5;4;19;9;14;10;17;11;29
Besiktas vs. Denizlispor - Sunday February 15 - 2004,Denizlispor,hard,4-4-2,HAMIDOU;ATAN;BOYRAZ;KRATOCHVIL;BAYER;AKDENIZ;KARTOP;RIZA;MULTAHARJU;MARTIN;BAYAZIT,16;6;20;77;14;17;3;8;22;9;7
Bursaspor vs. Ankaragucu - Sunday February 15 - 2004,Ankaragucu,hard,3-5-2,OZGULTEKIN;DOGANTEZ;BAIDOO;TASDEMIR;DURSUN;KOCAK;OZLEM;YUCETAS;ALBAYRAK;KELES;BULUT,22;15;28;76;2;66;5;6;11;10;38
Bursaspor vs. Ankaragucu - Sunday February 15 - 2004,Bursaspor,hard,3-5-2,KULBILGE;DAMLA;GURACAR;MIU;ESER;SERTKAYA;GURSEL;GROZDIC;TUNA;OSTERC;YILMAZ,22;30;4;3;11;21;39;15;18;9;10
Fenerbahce vs. Diyarbakirspor - Sunday February 15 - 2004,Diyarbakirspor,hard,4-5-1,KARAGOL;DEMIRCIOGLU;SAATCIOGLU;BECEREN;YIGIT;TUNC;BOZACI;SALAR;JUPI;HACIOGLU;BAKADAL,21;34;5;4;22;3;6;23;20;53;19
Fenerbahce vs. Diyarbakirspor - Sunday February 15 - 2004,Fenerbahce,easy,3-5-2,DEMIREL;LUCIANO;GULDUREN;TOMAS;SANLI;MEHMET AURELIO;OZAT;SAHIN;GUNES;VAN HOOIJDONK;NOBRE,22;2;3;6;10;15;5;21;30;17;11
Genclerbirligi vs. Galatasaray - Sunday February 15 - 2004,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;AK;ERDOGAN;PRATES;ERDOGAN;PETRE;AKMAN;SARIOGLU;SUKUR;ATES,1;67;4;2;29;33;24;18;55;10;25
Genclerbirligi vs. Galatasaray - Sunday February 15 - 2004,Genclerbirligi,hard,3-5-2,TOKGOZ;BARIS;BOZKURT;EL SAKA;DAEMS;BALCI;MBAYO;SKOKO;TANDOGAN;CIHAN;YOULA,99;25;14;5;3;30;12;15;22;50;11
Konyaspor vs. Gaziantepspor - Sunday February 15 - 2004,Gaziantepspor,hard,3-5-2,CATKIC;TORAMAN;POLAT;BOLUKBASI;BAYRAKTAR;AYHAN;SIMSEK;NAMLI;OZBAY;OZER;LAZAROV,1;19;6;7;21;72;16;10;66;9;11
Konyaspor vs. Gaziantepspor - Sunday February 15 - 2004,Konyaspor,hard,3-5-2,ONGUN;TEMIZKANOGLU;YESILKAYA;CELIK;DIENG;TURKMEN;DEMIR;KARACA;DUMAN;ISLER;BIRYOL,78;9;20;2;21;33;25;16;51;10;8
Rizespor vs. Istanbulspor - Monday February 16 - 2004,Istanbulspor,hard,3-5-2,DAGLAROGLU;AKBAS;OKECHUKWU;AYHAN;BAYAR;VIDUSLU;SAIDOU;CAN;KUS;ALEKSANDROV;BALILI,24;98;5;6;26;19;20;8;36;10;17
Rizespor vs. Istanbulspor - Monday February 16 - 2004,Rizespor,hard,3-5-2,SAHIN;AKICI;AVCI;DUYMUS;OZDEMIR;VICTORIA;DEMIRAY;ASKAROGLU;BAKI;OZTURK;AKYUZ,29;27;5;49;10;14;7;43;22;9;19
Galatasaray vs. Konyaspor - Saturday February 21 - 2004,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;ERDOGAN;USTA;PRATES;ATES;PETRE;ERDOGAN;SARIOGLU;SUKUR;BRATU,1;67;2;23;29;25;24;33;55;10;15
Galatasaray vs. Konyaspor - Saturday February 21 - 2004,Konyaspor,hard,3-5-2,BOUKAR;DUMAN;DIENG;TURKMEN;KARACA;DEMIR;AKSOY;YESILKAYA;CELIK;ISLER;BIRYOL,1;51;21;33;16;25;14;20;2;10;8
Genclerbirligi vs. Bursaspor - Saturday February 21 - 2004,Bursaspor,hard,4-4-2,KULBILGE;DAMLA;MIU;GURACAR;TUNA;ESER;JUNIOR;GROZDIC;GURSEL;OSTERC;YILMAZ,22;30;3;4;18;11;6;15;39;9;10
Genclerbirligi vs. Bursaspor - Saturday February 21 - 2004,Genclerbirligi,hard,3-5-2,TOKGOZ;BARIS;BOZKURT;EL SAKA;DAEMS;BALCI;MBAYO;SKOKO;TANDOGAN;OZKAN;YOULA,99;25;14;5;3;30;12;15;22;8;11
Malatyaspor vs. Besiktas - Saturday February 21 - 2004,Besiktas,easy,3-5-2,CORDOBA;RONALDO GUIARO;ASIK;HAVUTCU;UZULMEZ;AYDIN;AHMED HASSAN;YILDIRIM;DABROWSKI;ILIE;YALCIN,1;5;2;3;19;14;77;4;17;29;10
Malatyaspor vs. Besiktas - Saturday February 21 - 2004,Malatyaspor,hard,3-5-2,TUNCAY;OZSOY;KORKMAZ;BENSOL;KOCAK;ABDELAZIZ;MKHALELE;KAHRAMAN;AKAGUNDUZ;ULUSOY;BIRLIK,48;4;44;99;77;14;30;61;6;9;7
Denizlispor vs. Ankaragucu - Sunday February 22 - 2004,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;DOGANTEZ;ALBAYRAK;OZLEM;NAMDAR;YUCETAS;KELES;KARTAL;BULUT,22;45;4;15;11;5;39;6;10;9;38
Denizlispor vs. Ankaragucu - Sunday February 22 - 2004,Denizlispor,hard,4-4-2,HAMIDOU;AKDENIZ;ATAN;KRATOCHVIL;BAYER;KECELI;KARTOP;BOYRAZ;MULTAHARJU;MARTIN;BAYAZIT,16;17;6;77;14;28;3;20;22;9;7
Diyarbakirspor vs. Adanaspor - Sunday February 22 - 2004,Adanaspor,hard,3-5-2,KUCUKTAKA;BUDAK;BEKIROGLU;YANYALI;KAPLAN;DALCICEK;YAVUZ;OZATAK;LALIK;BALKAYA;KAZMAZ,35;44;5;3;24;8;21;22;30;23;66
Diyarbakirspor vs. Adanaspor - Sunday February 22 - 2004,Diyarbakirspor,hard,3-5-2,KARAGOL;BOZACI;SAATCIOGLU;BECEREN;GUNER;STAVREVSKI;JUPI;GHODHBANE;YIGIT;BAKADAL;HACIOGLU,21;6;5;4;9;12;20;17;22;19;53
Gaziantepspor vs. Fenerbahce - Sunday February 22 - 2004,Fenerbahce,easy,3-5-2,DEMIREL;LUCIANO;TOMAS;AKYEL;ERDOGDU;MEHMET AURELIO;OZAT;ASLAN;SANLI;VAN HOOIJDONK;NOBRE,22;2;6;4;16;15;5;27;10;17;11
Gaziantepspor vs. Fenerbahce - Sunday February 22 - 2004,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;JOHNSON;TORAMAN;BOLUKBASI;BAYRAKTAR;SIMSEK;NAMLI;OZBAY;OZER;LAZAROV,1;6;15;19;7;21;16;10;66;9;11
