game,team,difficulty,formation,lineup,lineup_numbers
Galatasaray vs. Ankaragucu - Saturday May 9 - 2009,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;BOUZID;LUIZ HENRIQUE;SUME;OZGUR;SERAS;BARUT;ERIS;YILMAZ;IGLESIAS,1;39;15;13;3;18;34;23;16;10;27
Galatasaray vs. Ankaragucu - Saturday May 9 - 2009,Galatasaray,easy,4-2-3-1,DE SANCTIS;BALTA;ASIK;GUNGOR;KURTULUS;AKMAN;TOPAL;TURAN;LINCOLN;OZBEK;BAROS,26;22;21;2;23;18;14;66;10;8;15
Genclerbirligi vs. Hacettepe Spor - Saturday May 9 - 2009,Genclerbirligi,hard,4-4-2,OZTURK;MOMHA;POLAT;AVCI;CAN;PEKTEMEK;NAS;ESER;ASLANTAS;DJITE;KAHE,1;18;27;15;40;11;7;21;25;19;9
Genclerbirligi vs. Hacettepe Spor - Saturday May 9 - 2009,Hacettepe Spor,hard,4-4-2,KAFKASYALI;KALKAN;KULUSIC;SEYHAN;SAM;ZOKO;BEKMEZCI;GUNGOR;ATAK;TAMBWE;SAHIN,98;69;24;28;67;99;20;6;22;60;61
Kocaelispor vs. Trabzonspor - Saturday May 9 - 2009,Kocaelispor,hard,4-4-2,KOPUZ;JULIO CESAR;OZDIN;SADYQOV;CALIK;UGUR;NSUMBU;KARTOP;AKEEM AGBETU;GULLERI;HACIOGLU,14;8;91;1;9;12;13;2;80;19;30
Kocaelispor vs. Trabzonspor - Saturday May 9 - 2009,Trabzonspor,easy,4-3-3,SYLVA;CALE;KORKMAZ;CORA;COKMUS;COLMAN;CIMSIR;BALCI;BULUT;UNAL;YATTARA,1;3;16;18;85;20;5;30;10;9;11
Sivasspor vs. Buyuksehir Belediyespor - Saturday May 9 - 2009,Buyuksehir Belediyespor,hard,4-2-3-1,TUNC;EKSIOGLU;MARCUS VINICIUS;MARQUINHOS;KUS;GULPINAR;KORKMAZ;AKIN;INANC;TJIKUZU;KABA,99;17;22;82;2;60;88;11;6;8;9
Sivasspor vs. Buyuksehir Belediyespor - Saturday May 9 - 2009,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;BAYRAK;FABIO BILICA;DERELI;KAMANAN;DAGASAN;ERDOGAN;AYDIN;YILDIZ;TUM,1;58;27;3;61;14;24;33;7;9;54
Kayserispor vs. Gaziantepspor - Sunday May 10 - 2009,Gaziantepspor,hard,4-2-3-1,SAHIN;IVAN;DEUMI;IRTEGUN;KOYBASI;BAYRAKTAR;ZURITA;OZGUR;CEYLAN;COSKUN;EDU,1;37;12;4;3;17;8;19;5;21;9
Kayserispor vs. Gaziantepspor - Sunday May 10 - 2009,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;GUNGOR;TOSCALI;TURAN;BOYRAZ;SAIDOU;DURAK;OZCAL;PUROVIC;CANGELE,16;12;35;25;5;67;7;87;90;9;10
Hacettepe Spor vs. Sivasspor - Saturday May 16 - 2009,Hacettepe Spor,hard,4-4-2,KAFKASYALI;KALKAN;KULUSIC;SEYHAN;SAM;SAHIN;TOZO;GUNGOR;ZOKO;TUTUNCI;TAMBWE,98;69;24;28;67;26;19;6;99;84;60
Hacettepe Spor vs. Sivasspor - Saturday May 16 - 2009,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;BAYRAK;FABIO BILICA;DERELI;ERDOGAN;DAGASAN;BADUR;AYDIN;TUM;YILDIZ,1;58;27;3;61;33;24;26;7;54;9
Ankaragucu vs. Besiktas - Sunday May 17 - 2009,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;SUME;LUIZ HENRIQUE;OZSARAC;DE NIGRIS;SERAS;BARUT;ERIS;YILMAZ;IGLESIAS,1;39;3;13;2;12;34;23;16;10;27
Ankaragucu vs. Besiktas - Sunday May 17 - 2009,Besiktas,easy,4-2-3-1,RECBER;UZULMEZ;ZAN;ZAPOTOCNY;TORAMAN;CISSE;ERNST;TELLO;SIMSEK;HOLOSKO;BOBO,1;19;5;26;58;4;28;14;29;23;13
Antalyaspor vs. Fenerbahce - Sunday May 17 - 2009,Antalyaspor,hard,4-4-2,CATKIC;CAN;NIZAM;AYHAN;KAVUK;CEYLAN;AGCAY;OZTURK;ZITOUNI;DJIEHOUA;TITA,1;3;90;2;67;81;15;54;11;29;86
Antalyaspor vs. Fenerbahce - Sunday May 17 - 2009,Fenerbahce,easy,4-2-3-1,DEMIREL;ROBERTO CARLOS;LUGANO;GONUL;BILGIN;JOSICO;BELOZOGLU;BORAL;ALEX;DEIVID;GUIZA,1;3;2;77;18;16;5;25;10;99;14
Buyuksehir Belediyespor vs. Kayserispor - Sunday May 17 - 2009,Buyuksehir Belediyespor,hard,4-2-3-1,HASAGIC;EKSIOGLU;DEPE;MARCUS VINICIUS;KUS;GULPINAR;KORKMAZ;AKIN;INANC;TJIKUZU;KABA,1;17;3;22;2;60;88;11;6;8;9
Buyuksehir Belediyespor vs. Kayserispor - Sunday May 17 - 2009,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;GUNGOR;TOSCALI;TURAN;BOYRAZ;SAIDOU;DURAK;OZCAL;PUROVIC;CANGELE,16;12;35;25;5;67;7;87;90;9;10
Denizlispor vs. Ankaraspor - Sunday May 17 - 2009,Ankaraspor,hard,4-2-3-1,SENECKY;MERCIMEK;BATAK;BAHTIYAROGLU;GUVEN;KOCAK;WEEKS;SOZEN;KISA;CAKIR;OZDEMIR,1;6;13;5;44;66;27;90;19;11;67
Denizlispor vs. Ankaraspor - Sunday May 17 - 2009,Denizlispor,hard,4-4-2,ONGUN;BIRINCI;AKYILDIZ;WESCLEY;VURAL;ASKAROGLU;ALADAG;DANIEL BRAGA;BANGOURA;ROBERTS;ANGELOV,41;61;5;26;22;43;24;72;15;11;71
Galatasaray vs. Genclerbirligi - Sunday May 17 - 2009,Galatasaray,easy,4-2-3-1,DE SANCTIS;BALTA;ASIK;GUNGOR;KURTULUS;TOPAL;AKMAN;TURAN;LINCOLN;OZBEK;BAROS,26;22;21;2;23;14;18;66;10;8;15
Galatasaray vs. Genclerbirligi - Sunday May 17 - 2009,Genclerbirligi,hard,4-4-2,OZTURK;AYDIN;POLAT;AVCI;ASLANTAS;CUBUKCU;NAS;CAN;ESER;PEKTEMEK;KAHE,1;3;27;15;25;17;7;40;21;11;9
Gaziantepspor vs. Kocaelispor - Sunday May 17 - 2009,Gaziantepspor,hard,4-2-3-1,SAHIN;IVAN;ZURITA;DEUMI;KOYBASI;BAYRAKTAR;CEYLAN;COSKUN;OZGUR;YOZGATLI;BETO,1;37;8;12;3;17;5;21;19;7;25
Gaziantepspor vs. Kocaelispor - Sunday May 17 - 2009,Kocaelispor,hard,4-4-2,KOPUZ;JULIO CESAR;ONDER;SADYQOV;OZDIN;NZEKOU;NSUMBU;KARTOP;MUTLU;GULLERI;HACIOGLU,14;8;62;1;91;21;13;2;6;19;30
Konyaspor vs. Eskisehirspor - Sunday May 17 - 2009,Eskisehirspor,hard,4-4-2,OREN;COSKUN;EL SAKA;NADAREVIC;ARSLAN;KOCABEY;TORAMAN;ERTUGRUL;BAYTAR;KARADENIZ;YOULA,87;75;4;13;51;21;23;55;61;8;11
Konyaspor vs. Eskisehirspor - Sunday May 17 - 2009,Konyaspor,hard,4-5-1,BAHADIR;KOCAK;GUNDOSTU;KRATOCHVIL;MIHAJLOV;BOLUKBASI;ABDELAZIZ;COGUM;ER;HASPOLATLI;CIHAN,61;77;4;27;32;15;12;8;13;20;50
Trabzonspor vs. Bursaspor - Sunday May 17 - 2009,Bursaspor,hard,4-4-2,IVANKOV;KECELI;ERDOGAN;UZUMCU;TANDOGAN;IPEK;KIRITA;HAS;ACAR;SHIN;YILDIRIM,27;23;4;35;21;33;8;6;20;80;9
Trabzonspor vs. Bursaspor - Sunday May 17 - 2009,Trabzonspor,easy,4-3-3,SYLVA;CALE;KORKMAZ;CORA;COKMUS;COLMAN;CIMSIR;INAN;BULUT;UNAL;YATTARA,1;3;16;18;85;20;5;8;10;9;11
Kayserispor vs. Hacettepe Spor - Saturday May 23 - 2009,Hacettepe Spor,hard,4-5-1,KAFKASYALI;YAVUZ;KALKAN;KULUSIC;YAPICI;SAHIN;COSKUN;TOZO;DAG;LIKA;TAMBWE,98;2;69;24;29;26;7;19;27;21;60
Kayserispor vs. Hacettepe Spor - Saturday May 23 - 2009,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;TOSCALI;TURAN;BAYRAM;OLEMBE;SAIDOU;DURAK;BOYRAZ;PUROVIC;AGHAHOWA,16;12;25;5;2;20;7;87;67;9;17
Ankaragucu vs. Denizlispor - Sunday May 24 - 2009,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;BOUZID;LUIZ HENRIQUE;SUME;OZGUR;SERAS;JABA;ERIS;YILMAZ;IGLESIAS,1;39;15;13;3;18;34;9;16;10;27
Ankaragucu vs. Denizlispor - Sunday May 24 - 2009,Denizlispor,hard,4-4-2,ONGUN;VURAL;AKYILDIZ;WESCLEY;OZKAN;ASKAROGLU;ALADAG;DANIEL BRAGA;BANGOURA;ROBERTS;ANGELOV,41;22;5;26;48;43;24;72;15;11;71
Ankaraspor vs. Antalyaspor - Sunday May 24 - 2009,Ankaraspor,hard,4-2-3-1,SENECKY;DEMIRKOL;BATAK;BAHTIYAROGLU;BARIS;KOCAK;AGCA;KISA;NECA;CAKIR;KONATE,1;37;13;5;41;66;24;19;23;11;82
Ankaraspor vs. Antalyaspor - Sunday May 24 - 2009,Antalyaspor,hard,4-4-2,CATKIC;CAN;NIZAM;AYHAN;KAVUK;CEYLAN;ARSLAN;AGCAY;ZITOUNI;DJIEHOUA;TITA,1;3;90;2;67;81;58;15;11;29;86
Besiktas vs. Galatasaray - Sunday May 24 - 2009,Besiktas,easy,4-2-3-1,RECBER;UZULMEZ;SIVOK;ZAN;DAG;TORAMAN;ERNST;TELLO;CISSE;HOLOSKO;BOBO,1;19;6;5;17;58;28;14;4;23;13
Besiktas vs. Galatasaray - Sunday May 24 - 2009,Galatasaray,easy,4-4-2,USAK;BALTA;ASIK;TOPAL;SARIOGLU;KEWELL;OZBEK;AKMAN;TURAN;NONDA;BAROS,54;22;21;14;55;19;8;18;66;20;15
Bursaspor vs. Gaziantepspor - Sunday May 24 - 2009,Bursaspor,hard,4-4-2,IVANKOV;BEKIROGLU;ERDOGAN;OZTURK;TANDOGAN;IPEK;KIRITA;ASLAN;ACAR;GULEC;SHIN,27;18;4;38;21;33;8;14;20;24;80
Bursaspor vs. Gaziantepspor - Sunday May 24 - 2009,Gaziantepspor,hard,4-2-3-1,BEZGIN;IVAN;DEUMI;JULIO CESAR;IRTEGUN;ZURITA;OZGUR;KOYBASI;COSKUN;ADIN;BETO,22;37;12;55;4;8;19;3;21;15;25
Eskisehirspor vs. Trabzonspor - Sunday May 24 - 2009,Eskisehirspor,hard,4-4-2,OREN;ARSLAN;EL SAKA;NADAREVIC;COSKUN;ANDERSON;ERTUGRUL;KAYA;OZBAYRAKTAR;KARADENIZ;YOULA,87;51;4;13;75;7;55;20;10;8;11
Eskisehirspor vs. Trabzonspor - Sunday May 24 - 2009,Trabzonspor,easy,4-2-3-1,SYLVA;CALE;KORKMAZ;KACAR;CORA;GULSELAM;CIMSIR;ALANZINHO;INAN;COLMAN;BULUT,1;3;16;23;18;6;5;25;8;20;10
Fenerbahce vs. Konyaspor - Sunday May 24 - 2009,Fenerbahce,easy,4-2-3-1,DEMIREL;ROBERTO CARLOS;LUGANO;GONUL;BILGIN;SAHIN;BELOZOGLU;BORAL;ALEX;DEIVID;GUIZA,1;3;2;77;18;21;5;25;10;99;14
Fenerbahce vs. Konyaspor - Sunday May 24 - 2009,Konyaspor,hard,4-4-2,BAHADIR;GULDUREN;COGUM;KRATOCHVIL;MIHAJLOV;BOLUKBASI;TATAN;ABDELAZIZ;HASPOLATLI;CIHAN;AKIN,61;3;8;27;32;15;5;12;20;50;10
Kocaelispor vs. Buyuksehir Belediyespor - Sunday May 24 - 2009,Buyuksehir Belediyespor,hard,4-2-3-1,TUNC;SUZEN;DEPE;MARCUS VINICIUS;KUS;GULPINAR;INANC;AKIN;KORKMAZ;BURUK;KABA,99;81;3;22;2;60;6;11;88;7;9
Kocaelispor vs. Buyuksehir Belediyespor - Sunday May 24 - 2009,Kocaelispor,hard,4-4-2,EROL;OZTONGA;ONDER;SADYQOV;OZDIN;TOPRAKTEPE;NSUMBU;KARTOP;AKEEM AGBETU;GULLERI;HACIOGLU,87;93;62;1;91;41;13;2;80;19;30
Sivasspor vs. Genclerbirligi - Sunday May 24 - 2009,Genclerbirligi,hard,4-2-3-1,ISAILOVIC;AYDIN;ADDO;POLAT;CAN;JEDINAK;NAS;MOMHA;TROISI;ASLANTAS;PEKTEMEK,30;3;24;27;40;23;7;18;8;25;11
Sivasspor vs. Genclerbirligi - Sunday May 24 - 2009,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;BAYRAK;FABIO BILICA;SYLLA;ERDOGAN;DAGASAN;TUNCER;AYDIN;YILDIZ;TUM,1;58;27;3;8;33;24;77;7;9;54
Gaziantepspor vs. Eskisehirspor - Friday May 29 - 2009,Eskisehirspor,hard,4-4-2,ERDOGAN;ONUR;COSKUN;VUCKO;ARSLAN;OZBAYRAKTAR;TORAMAN;KAYA;ERTUGRUL;KARADENIZ;YOULA,22;46;75;27;51;10;23;20;55;8;11
Gaziantepspor vs. Eskisehirspor - Friday May 29 - 2009,Gaziantepspor,hard,4-4-2,BEZGIN;IVAN;DEUMI;IRTEGUN;KOYBASI;COSKUN;CEYLAN;OZGUR;ADIN;YOZGATLI;BETO,22;37;12;4;3;21;5;19;15;7;25
Hacettepe Spor vs. Kocaelispor - Friday May 29 - 2009,Hacettepe Spor,hard,4-5-1,GULER;SAHIN;KULUSIC;BEKMEZCI;YAVUZ;YILDIRIM;YAPICI;COSKUN;DAG;LIKA;TAMBWE,1;26;24;20;2;11;29;7;27;21;60
Hacettepe Spor vs. Kocaelispor - Friday May 29 - 2009,Kocaelispor,hard,4-4-2,EROL;YANIK;ONDER;OZDIN;HUSEYNOV;NZEKOU;SAMANCI;MUTLU;BAYRAKTAR;GULLERI;HACIOGLU,87;77;62;91;67;21;20;6;39;19;30
Antalyaspor vs. Ankaragucu - Saturday May 30 - 2009,Ankaragucu,hard,4-4-2,KIRINTILI;DURUER;BOUZID;LUIZ HENRIQUE;SUME;OZGUR;SERAS;BARUT;ERIS;YILMAZ;JABA,1;11;15;13;3;18;34;23;16;10;9
Antalyaspor vs. Ankaragucu - Saturday May 30 - 2009,Antalyaspor,hard,4-4-2,CATKIC;CEYLAN;AK;AYHAN;KAVUK;TITA;AGCAY;OZMERT;ZITOUNI;KURU;OZKAN,1;81;6;2;67;86;15;8;11;9;10
Buyuksehir Belediyespor vs. Bursaspor - Saturday May 30 - 2009,Bursaspor,hard,4-4-2,IVANKOV;KECELI;OZTURK;UZUMCU;TANDOGAN;SEN;KIRITA;HAS;ACAR;SHIN;YILDIRIM,27;23;38;35;21;10;8;6;20;80;9
Buyuksehir Belediyespor vs. Bursaspor - Saturday May 30 - 2009,Buyuksehir Belediyespor,hard,4-2-3-1,TUNC;SUZEN;TEKDEMIR;DEPE;SAHIN;KORKMAZ;SABANKAY;AKIN;KILIC;BURUK;GUZELDAL,99;81;21;3;53;88;18;11;35;7;61
Denizlispor vs. Besiktas - Saturday May 30 - 2009,Besiktas,easy,4-4-2,RECBER;DAG;SIVOK;ZAN;TORAMAN;TELLO;CISSE;ERNST;OZKAN;BOBO;HOLOSKO,1;17;6;5;58;14;4;28;21;13;23
Denizlispor vs. Besiktas - Saturday May 30 - 2009,Denizlispor,hard,4-4-2,GONEN;VURAL;AKYILDIZ;WESCLEY;OZKAN;ASKAROGLU;DANIEL BRAGA;ALADAG;BANGOURA;ROBERTS;ANGELOV,16;22;5;26;48;43;72;24;15;11;71
Galatasaray vs. Sivasspor - Saturday May 30 - 2009,Galatasaray,easy,4-4-2,USAK;YAMAN;BALTA;TOPAL;SARIOGLU;KEWELL;OZBEK;AKMAN;TURAN;NONDA;BAROS,54;74;22;14;55;19;8;18;66;20;15
Galatasaray vs. Sivasspor - Saturday May 30 - 2009,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;DIALLO;FABIO BILICA;SOZGELMEZ;ERDOGAN;TUNCER;DAGASAN;SYLLA;YILDIZ;TUM,1;58;25;3;5;33;77;24;8;9;54
Genclerbirligi vs. Kayserispor - Saturday May 30 - 2009,Genclerbirligi,hard,4-4-2,OZTURK;AYDIN;POLAT;JEDINAK;CAN;MOMHA;NAS;TROISI;ASLANTAS;PEKTEMEK;KAHE,1;3;27;23;40;18;7;8;25;11;9
Genclerbirligi vs. Kayserispor - Saturday May 30 - 2009,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;GUNGOR;TOSCALI;TURAN;OLEMBE;SAIDOU;DURAK;BOYRAZ;PUROVIC;AGHAHOWA,16;12;35;25;5;20;7;87;67;9;17
Konyaspor vs. Ankaraspor - Saturday May 30 - 2009,Ankaraspor,hard,4-2-3-1,KURSUNLU;KAHYA;BATAK;BAHTIYAROGLU;GUVEN;GUCER;KOCAK;NECA;AGCA;CAKIR;MEYE,35;88;13;5;44;50;66;23;24;11;21
Konyaspor vs. Ankaraspor - Saturday May 30 - 2009,Konyaspor,hard,4-5-1,BAHADIR;KAUE;GUNDOSTU;KRATOCHVIL;MIHAJLOV;BOLUKBASI;HASPOLATLI;ABDELAZIZ;ER;POLJAC;CIHAN,61;11;4;27;32;15;20;12;13;22;50
Trabzonspor vs. Fenerbahce - Saturday May 30 - 2009,Fenerbahce,easy,4-2-3-1,DEMIREL;ROBERTO CARLOS;CAKMAK;GONUL;BILGIN;SAHIN;BELOZOGLU;BORAL;ALEX;DEIVID;GUIZA,1;3;53;77;18;21;5;25;10;99;14
Trabzonspor vs. Fenerbahce - Saturday May 30 - 2009,Trabzonspor,easy,4-3-3,SYLVA;CALE;KORKMAZ;KACAR;CORA;COLMAN;CIMSIR;INAN;ALANZINHO;UNAL;BULUT,1;3;16;23;18;20;5;8;25;9;10
