game,team,difficulty,formation,lineup,lineup_numbers
Bursaspor vs. Galatasaray - Sunday October 5 - 2008,Bursaspor,hard,4-5-1,IVANKOV;KECELI;ERDOGAN;OZTURK;ACAR;ROMASHCHENKO;HAS;ADRIANO MAGRAO;SARP;SIMSEK;YILDIRIM,27;23;4;38;20;22;6;90;16;5;9
Bursaspor vs. Galatasaray - Sunday October 5 - 2008,Galatasaray,easy,4-4-2,DE SANCTIS;YAMAN;BALTA;CETIN;SARIOGLU;LINCOLN;MEIRA;AKMAN;TURAN;BAROS;NONDA,26;74;22;76;55;10;5;18;66;15;20
Denizlispor vs. Buyuksehir Belediyespor - Sunday October 5 - 2008,Buyuksehir Belediyespor,hard,4-5-1,TUNC;EKSIOGLU;MARQUINHOS;GULPINAR;KUS;AKIN;KORKMAZ;INANC;TEKDEMIR;TJIKUZU;ADRIANO,99;17;82;60;2;11;88;6;21;8;19
Denizlispor vs. Buyuksehir Belediyespor - Sunday October 5 - 2008,Denizlispor,hard,4-4-2,GONEN;CARLOS ALBERTO;AKYILDIZ;KRATOCHVIL;SUNGUR;BIRINCI;DANIEL BRAGA;KURTULUS;ABRAHAM;AKGUL;ROBERTS,16;3;5;7;2;61;72;20;4;13;11
Eskisehirspor vs. Kocaelispor - Sunday October 5 - 2008,Eskisehirspor,hard,4-4-2,IVESA;COSKUN;NADAREVIC;VUCKO;ERTUGRUL;OZBAYRAKTAR;KAYA;POLJAK;OZDEMIR;YOULA;LOVREK,1;75;13;27;55;10;20;15;39;11;19
Eskisehirspor vs. Kocaelispor - Sunday October 5 - 2008,Kocaelispor,hard,4-4-2,KULBILGE;JULIO CESAR;SEYHAN;TUTORIC;BEKIROGLU;TOPRAKTEPE;OZGUR;FRANSERGIO;BOLUKBASI;JESTROVIC;GULLERI,22;8;28;55;4;41;5;29;15;11;19
Fenerbahce vs. Kayserispor - Sunday October 5 - 2008,Fenerbahce,easy,4-2-3-1,DEMIREL;ROBERTO CARLOS;EDU DRACENA;TURACI;GONUL;MALDONADO;SAHIN;BORAL;BELOZOGLU;KAZIM-RICHARDS;GUIZA,1;3;4;19;77;33;21;25;5;8;14
Fenerbahce vs. Kayserispor - Sunday October 5 - 2008,Kayserispor,hard,4-5-1,HAMIDOU;OZER;GUNGOR;TURAN;BAYRAM;BOYRAZ;BASDAG;SAIDOU;TOPUZ;BAHADIR;AGHAHOWA,16;15;35;5;2;67;8;7;66;22;17
Besiktas vs. Hacettepe Spor - Monday October 6 - 2008,Besiktas,easy,4-4-2,ARIKAN;SERIC;SIVOK;ZAPOTOCNY;KURTULUS;OZKAN;CISSE;DELGADO;KARABULUT;NOBRE;KARADENIZ,84;7;6;26;2;21;4;10;20;11;99
Besiktas vs. Hacettepe Spor - Monday October 6 - 2008,Hacettepe Spor,hard,4-5-1,BILER;KALKAN;MEGAHED;TELI;ARSLAN;ZOKO;BEKMEZCI;COSKUN;TOZO;LIKA;SAHIN,14;69;90;4;77;99;20;7;19;21;61
Bursaspor vs. Eskisehirspor - Saturday October 18 - 2008,Bursaspor,hard,4-4-2,IVANKOV;KECELI;ERDOGAN;HAS;OZTURK;SIMSEK;SARP;FABRICIO;ACAR;YILDIRIM;ADRIANO MAGRAO,27;23;4;6;38;5;15;88;20;9;90
Bursaspor vs. Eskisehirspor - Saturday October 18 - 2008,Eskisehirspor,hard,4-4-2,IVESA;COSKUN;VUCKO;TURKMEN;ERTUGRUL;OZBAYRAKTAR;POLJAK;KOCABEY;OZDEMIR;ANDERSON;YOULA,1;75;27;33;55;10;15;21;39;7;11
Buyuksehir Belediyespor vs. Antalyaspor - Saturday October 18 - 2008,Antalyaspor,hard,4-4-2,CATKIC;YILDIZ;ISIK;AYHAN;CETIN;CAN;ARSLAN;NGWENYA;AGCAY;DJIEHOUA;ZITOUNI,1;25;19;2;21;3;58;13;15;29;11
Buyuksehir Belediyespor vs. Antalyaspor - Saturday October 18 - 2008,Buyuksehir Belediyespor,hard,4-2-3-1,ZULALOGLU;EKSIOGLU;TEKDEMIR;MARQUINHOS;SAHIN;TJIKUZU;INANC;AKIN;KILIC;ZENGIN;KABA,14;17;21;82;53;8;6;11;35;15;9
Hacettepe Spor vs. Denizlispor - Saturday October 18 - 2008,Denizlispor,hard,4-5-1,GONEN;CARLOS ALBERTO;AKYILDIZ;KRATOCHVIL;SUNGUR;ABRAHAM;DANIEL BRAGA;BIRINCI;KURTULUS;ROBERTS;AKGUL,16;3;5;7;2;4;72;61;20;11;13
Hacettepe Spor vs. Denizlispor - Saturday October 18 - 2008,Hacettepe Spor,hard,4-4-2,BILER;KALKAN;MEGAHED;TELI;ARSLAN;MENDONCA;BEKMEZCI;COSKUN;LIKA;SAHIN;ZOKO,14;69;90;4;77;10;20;7;21;61;99
Kocaelispor vs. Fenerbahce - Saturday October 18 - 2008,Fenerbahce,easy,4-4-2,DEMIREL;ROBERTO CARLOS;LUGANO;EDU DRACENA;TURACI;BORAL;SAHIN;ALEX;KAZIM-RICHARDS;GUIZA;SENTURK,1;3;2;4;19;25;21;10;8;14;23
Kocaelispor vs. Fenerbahce - Saturday October 18 - 2008,Kocaelispor,hard,4-2-3-1,KULBILGE;BEKIROGLU;SEYHAN;TUTORIC;BUYUK;OZGUR;ASLAN;TOPRAKTEPE;BOLUKBASI;AKIN;GULLERI,22;4;28;55;33;5;10;41;15;99;19
Galatasaray vs. Trabzonspor - Sunday October 19 - 2008,Galatasaray,easy,4-2-3-1,DE SANCTIS;BALTA;ASIK;CETIN;SARIOGLU;MEIRA;AKMAN;KEWELL;LINCOLN;TURAN;BAROS,26;22;21;76;55;5;18;19;10;66;15
Galatasaray vs. Trabzonspor - Sunday October 19 - 2008,Trabzonspor,easy,4-2-3-1,ZENGIN;CALE;KORKMAZ;SONG;CORA;CIMSIR;BALCI;BULUT;INAN;PROMISE;UNAL,29;3;16;4;18;5;30;10;8;14;9
Gaziantepspor vs. Konyaspor - Sunday October 19 - 2008,Gaziantepspor,hard,4-2-3-1,SAHIN;IRTEGUN;DEUMI;POLAT;EREN;CEYLAN;ZURITA;OZGUR;TABATA;YOZGATLI;BETO,1;4;12;27;34;5;8;19;10;7;25
Gaziantepspor vs. Konyaspor - Sunday October 19 - 2008,Konyaspor,hard,4-4-2,JEFFERSON;KAUE;GULDUREN;GUNDOSTU;HASPOLATLI;ALBAYRAK;TATAN;ER;KILICASLAN;CIHAN;TEHOUE,33;11;3;4;20;6;5;13;17;50;9
Genclerbirligi vs. Besiktas - Sunday October 19 - 2008,Besiktas,easy,4-4-2,RECBER;UZULMEZ;SIVOK;ZAPOTOCNY;TORAMAN;TELLO;CISSE;DELGADO;KURTULUS;NOBRE;HOLOSKO,1;19;6;26;58;14;4;10;2;11;23
Genclerbirligi vs. Besiktas - Sunday October 19 - 2008,Genclerbirligi,hard,4-2-3-1,PERIC;TEBER;OZBEY;TRAORE;ASLANTAS;AVCI;NAS;PEKTEMEK;BAYTAR;ESER;KAHE,22;63;6;5;25;15;7;11;10;21;9
Kayserispor vs. Ankaraspor - Sunday October 19 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;YOLDAS;MERCIMEK;BAHTIYAROGLU;GUVEN;GUCER;WEEKS;HURMACI;NECA;TOSUN;CAKIR,1;4;6;5;44;50;27;10;23;7;11
Kayserispor vs. Ankaraspor - Sunday October 19 - 2008,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;GUNGOR;TURAN;BAYRAM;BOYRAZ;BASDAG;SAIDOU;TOPUZ;AGHAHOWA;BAHADIR,16;12;35;5;2;67;8;7;66;17;22
Sivasspor vs. Ankaragucu - Sunday October 19 - 2008,Ankaragucu,hard,4-4-2,KIRINTILI;OZSARAC;CHAABANI;SUME;CAN;OZKAYNAK;KARADUMAN;ERDOGAN;EMRECIKSIN;YILMAZ;AKAN,1;2;55;3;8;39;;33;7;10;21
Sivasspor vs. Ankaragucu - Sunday October 19 - 2008,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;BAYRAK;FABIO BILICA;DERELI;BALILI;DAGASAN;BADUR;AYDIN;YILDIZ;TUM,1;58;27;3;61;17;24;26;7;9;54
Besiktas vs. Sivasspor - Friday October 24 - 2008,Besiktas,easy,4-4-2,RECBER;UZULMEZ;SIVOK;ZAPOTOCNY;TORAMAN;TELLO;CISSE;DELGADO;KURTULUS;BOBO;NOBRE,1;19;6;26;58;14;4;10;2;13;11
Besiktas vs. Sivasspor - Friday October 24 - 2008,Sivasspor,hard,4-4-2,VARDAR;YERLIKAYA;DIALLO;FABIO BILICA;DERELI;DAGASAN;BADUR;SYLLA;AYDIN;YILDIZ;TUM,35;58;25;3;61;24;26;8;7;9;54
Ankaraspor vs. Kocaelispor - Saturday October 25 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;DEMIRKOL;BAHTIYAROGLU;YOLDAS;GUVEN;GUCER;WEEKS;HURMACI;NECA;CAKIR;DE NIGRIS,1;37;5;4;44;50;27;10;23;11;9
Ankaraspor vs. Kocaelispor - Saturday October 25 - 2008,Kocaelispor,hard,4-2-3-1,KOPUZ;BEKIROGLU;SEYHAN;TUTORIC;BUYUK;OZGUR;ASLAN;TOPRAKTEPE;BOLUKBASI;AKIN;GULLERI,14;4;28;55;33;5;10;41;15;99;19
Denizlispor vs. Genclerbirligi - Saturday October 25 - 2008,Denizlispor,hard,4-4-2,GONEN;BIRINCI;AKYILDIZ;KRATOCHVIL;SUNGUR;ROBERTS;ABRAHAM;KURTULUS;YILMAZER;AKGUL;KINALI,16;61;5;7;2;11;4;20;23;13;10
Denizlispor vs. Genclerbirligi - Saturday October 25 - 2008,Genclerbirligi,hard,4-2-3-1,PERIC;ASLANTAS;BALAK;TRAORE;OZBEY;NAS;BAYTAR;PEKTEMEK;TROISI;ESER;DJITE,22;25;55;5;6;7;10;11;8;21;19
Fenerbahce vs. Bursaspor - Saturday October 25 - 2008,Bursaspor,hard,4-2-3-1,IVANKOV;KECELI;AZIZ;ERDOGAN;ACAR;HAS;SARP;ROMASHCHENKO;SIMSEK;YILDIRIM;GULEC,27;23;2;4;20;6;15;22;5;9;24
Fenerbahce vs. Bursaspor - Saturday October 25 - 2008,Fenerbahce,easy,4-4-2,DEMIREL;ROBERTO CARLOS;LUGANO;EDU DRACENA;GONUL;BORAL;JOSICO;SAHIN;ALEX;GUIZA;SENTURK,1;3;2;4;77;25;16;21;10;14;23
Ankaragucu vs. Kayserispor - Sunday October 26 - 2008,Ankaragucu,hard,4-4-2,KIRINTILI;OZSARAC;DOGANTEZ;SUME;CAN;ERDOGAN;JABA;DURUER;EMRECIKSIN;YILMAZ;IGLESIAS,1;2;5;3;8;33;9;11;7;10;27
Ankaragucu vs. Kayserispor - Sunday October 26 - 2008,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;TOSCALI;TURAN;GUNGOR;BOYRAZ;BASDAG;DURAK;TOPUZ;BAHADIR;CANGELE,16;12;25;5;35;67;8;87;66;22;10
Antalyaspor vs. Hacettepe Spor - Sunday October 26 - 2008,Antalyaspor,hard,4-2-3-1,CATKIC;ISIK;AYHAN;YILDIZ;CETIN;AGCAY;ARSLAN;CAN;OZTURK;ZITOUNI;DJIEHOUA,1;19;2;25;21;15;58;3;54;11;29
Antalyaspor vs. Hacettepe Spor - Sunday October 26 - 2008,Hacettepe Spor,hard,4-4-2,BILER;KALKAN;MEGAHED;TELI;SAM;ZOKO;BEKMEZCI;TOZO;LIKA;SAHIN;MENDONCA,14;69;90;4;67;99;20;19;21;61;10
Eskisehirspor vs. Galatasaray - Sunday October 26 - 2008,Eskisehirspor,hard,4-4-2,IVESA;ONUR;VUCKO;TURKMEN;COSKUN;KOCABEY;ERTUGRUL;POLJAK;OZBAYRAKTAR;ANDERSON;YOULA,1;46;27;33;75;21;55;15;10;7;11
Eskisehirspor vs. Galatasaray - Sunday October 26 - 2008,Galatasaray,easy,4-4-2,DE SANCTIS;BALTA;ASIK;CETIN;SARIOGLU;KEWELL;MEIRA;AKMAN;TURAN;BAROS;NONDA,26;22;21;76;55;19;5;18;66;15;20
Konyaspor vs. Buyuksehir Belediyespor - Sunday October 26 - 2008,Buyuksehir Belediyespor,hard,4-2-3-1,ZULALOGLU;SUZEN;TEKDEMIR;MARQUINHOS;SAHIN;TJIKUZU;INANC;AKIN;KILIC;ZENGIN;KABA,14;81;21;82;53;8;6;11;35;15;9
Konyaspor vs. Buyuksehir Belediyespor - Sunday October 26 - 2008,Konyaspor,hard,4-5-1,JEFFERSON;KAUE;GULDUREN;GUNDOSTU;COGUM;ALBAYRAK;TATAN;HASPOLATLI;ER;KILICASLAN;CIHAN,33;11;3;4;8;6;5;20;13;17;50
Trabzonspor vs. Gaziantepspor - Sunday October 26 - 2008,Gaziantepspor,hard,4-2-3-1,SAHIN;KOYBASI;DEUMI;POLAT;SEKMAN;CEYLAN;ZURITA;OZGUR;TABATA;YOZGATLI;BETO,1;3;12;27;6;5;8;19;10;7;25
Trabzonspor vs. Gaziantepspor - Sunday October 26 - 2008,Trabzonspor,easy,4-2-3-1,SYLVA;CALE;KORKMAZ;SONG;BALCI;CIMSIR;INAN;BULUT;COLMAN;YATTARA;UNAL,1;3;16;4;30;5;8;10;20;11;9
Buyuksehir Belediyespor vs. Trabzonspor - Saturday November 1 - 2008,Buyuksehir Belediyespor,hard,4-5-1,ZULALOGLU;SUZEN;TEKDEMIR;MARCUS VINICIUS;SAHIN;AKIN;GULPINAR;KILIC;INANC;TJIKUZU;KABA,14;81;21;22;53;11;60;35;6;8;9
Buyuksehir Belediyespor vs. Trabzonspor - Saturday November 1 - 2008,Trabzonspor,easy,4-3-3,SYLVA;KORKMAZ;KACAR;SONG;CORA;COLMAN;BALCI;INAN;BULUT;UNAL;PROMISE,1;16;23;4;18;20;30;8;10;9;14
Eskisehirspor vs. Fenerbahce - Saturday November 1 - 2008,Eskisehirspor,hard,4-4-2,IVESA;ONUR;VUCKO;TURKMEN;COSKUN;OZBAYRAKTAR;POLJAK;KOCABEY;ERTUGRUL;YOULA;ANDERSON,1;46;27;33;75;10;15;21;55;11;7
Eskisehirspor vs. Fenerbahce - Saturday November 1 - 2008,Fenerbahce,easy,4-2-3-1,DEMIREL;ROBERTO CARLOS;LUGANO;EDU DRACENA;GONUL;MALDONADO;SAHIN;BORAL;ALEX;SENTURK;GUIZA,1;3;2;4;77;33;21;25;10;23;14
Hacettepe Spor vs. Konyaspor - Saturday November 1 - 2008,Hacettepe Spor,hard,4-5-1,GULER;KALKAN;TELI;MEGAHED;SAM;MENDONCA;BEKMEZCI;ATAK;TOZO;LIKA;SAHIN,1;69;40;90;67;10;20;22;19;21;61
Hacettepe Spor vs. Konyaspor - Saturday November 1 - 2008,Konyaspor,hard,4-5-1,JEFFERSON;KAUE;AKYUZ;GULDUREN;HASPOLATLI;ALBAYRAK;EGEDIK;TATAN;ER;KILICASLAN;CIHAN,33;11;14;3;20;6;7;5;13;17;50
Bursaspor vs. Ankaraspor - Sunday November 2 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;DEMIRKOL;BAHTIYAROGLU;YOLDAS;GUVEN;KOCAK;KISA;HURMACI;WEEKS;CAKIR;DE NIGRIS,1;37;5;4;44;66;19;10;27;11;9
Bursaspor vs. Ankaraspor - Sunday November 2 - 2008,Bursaspor,hard,4-4-2,ERAYDIN;KECELI;AZIZ;ERDOGAN;OZTURK;ROMASHCHENKO;SARP;SIMSEK;ACAR;YILDIRIM;ZUNIGA,1;23;2;4;38;22;15;5;20;9;77
Galatasaray vs. Gaziantepspor - Sunday November 2 - 2008,Galatasaray,easy,4-2-3-1,DE SANCTIS;BALTA;ASIK;CETIN;SARIOGLU;MEIRA;AKMAN;KEWELL;LINCOLN;TURAN;BAROS,26;22;21;76;55;5;18;19;10;66;15
Galatasaray vs. Gaziantepspor - Sunday November 2 - 2008,Gaziantepspor,hard,4-2-3-1,ACAR;IVAN;DEUMI;IRTEGUN;SEKMAN;BAYRAKTAR;ZURITA;OZGUR;TABATA;YOZGATLI;EDU,23;37;12;4;6;17;8;19;10;7;9
Genclerbirligi vs. Antalyaspor - Sunday November 2 - 2008,Antalyaspor,hard,4-2-3-1,CATKIC;CAN;AK;AYHAN;KAVUK;ARSLAN;CETIN;ZITOUNI;OZTURK;OZKAN;DJIEHOUA,1;3;6;2;67;58;21;11;54;10;29
Genclerbirligi vs. Antalyaspor - Sunday November 2 - 2008,Genclerbirligi,hard,4-2-3-1,OZTURK;ASLANTAS;EL SAKA;TRAORE;BALAK;SERAS;NAS;PEKTEMEK;TROISI;ESER;DJITE,1;25;4;5;55;61;7;11;8;21;19
Kayserispor vs. Besiktas - Sunday November 2 - 2008,Besiktas,easy,4-4-2,RECBER;UZULMEZ;SIVOK;TORAMAN;ZAPOTOCNY;TELLO;CISSE;DELGADO;KURTULUS;NOBRE;HOLOSKO,1;19;6;58;26;14;4;10;2;11;23
Kayserispor vs. Besiktas - Sunday November 2 - 2008,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;TOSCALI;TURAN;GUNGOR;BOYRAZ;BASDAG;SAIDOU;TOPUZ;AGHAHOWA;BAHADIR,16;12;25;5;35;67;8;7;66;17;22
Kocaelispor vs. Ankaragucu - Sunday November 2 - 2008,Ankaragucu,hard,4-2-3-1,KIRINTILI;SUME;CHAABANI;LUIZ HENRIQUE;CAN;BARUT;ERDOGAN;DURUER;LEANDRO CHAVES;EMRECIKSIN;JABA,1;3;55;13;8;23;33;11;83;7;9
Kocaelispor vs. Ankaragucu - Sunday November 2 - 2008,Kocaelispor,hard,4-3-3,KULBILGE;BEKIROGLU;CAM;SEYHAN;BUYUK;OZGUR;HACIOGLU;BOLUKBASI;JULIO CESAR;GULLERI;AKIN,22;4;89;28;33;5;30;15;8;19;99
Sivasspor vs. Denizlispor - Sunday November 2 - 2008,Denizlispor,hard,4-2-3-1,GONEN;CARLOS ALBERTO;IRINEU;KRATOCHVIL;SUNGUR;DANIEL BRAGA;KURTULUS;CELEP;MEMISLER;OLGUN;AKGUL,16;3;77;7;2;72;20;14;9;8;13
Sivasspor vs. Denizlispor - Sunday November 2 - 2008,Sivasspor,hard,4-4-2,VARDAR;YERLIKAYA;BAYRAK;FABIO BILICA;DERELI;BALILI;BADUR;SYLLA;AYDIN;YILDIZ;TUM,35;58;27;3;61;17;26;8;7;9;54
Besiktas vs. Kocaelispor - Friday November 7 - 2008,Besiktas,easy,4-4-2,RECBER;UZULMEZ;TORAMAN;SIVOK;ZAPOTOCNY;TELLO;CISSE;DELGADO;DAG;NOBRE;HOLOSKO,1;19;58;6;26;14;4;10;17;11;23
Besiktas vs. Kocaelispor - Friday November 7 - 2008,Kocaelispor,hard,4-2-3-1,KULBILGE;BEKIROGLU;SEYHAN;CAM;BUYUK;MUTLU;ASLAN;TOPRAKTEPE;OZGUR;HACIOGLU;GULLERI,22;4;28;89;33;6;10;41;5;30;19
Ankaragucu vs. Bursaspor - Saturday November 8 - 2008,Ankaragucu,hard,4-5-1,KIRINTILI;SUME;CHAABANI;LUIZ HENRIQUE;CAN;DURUER;BARUT;LEANDRO CHAVES;ERDOGAN;EMRECIKSIN;JABA,1;3;55;13;8;11;23;83;33;7;9
Ankaragucu vs. Bursaspor - Saturday November 8 - 2008,Bursaspor,hard,4-5-1,IVANKOV;ROMASHCHENKO;ERDOGAN;OZTURK;ACAR;SEN;TUNCER;SIMSEK;KECELI;YILDIRIM;GULEC,27;22;4;38;20;10;3;5;23;9;24
Trabzonspor vs. Hacettepe Spor - Saturday November 8 - 2008,Hacettepe Spor,hard,4-2-3-1,GULER;KALKAN;TELI;MEGAHED;SAM;BEKMEZCI;TOZO;LIKA;MENDONCA;ATAK;SAHIN,1;69;4;90;67;20;19;21;10;22;61
Trabzonspor vs. Hacettepe Spor - Saturday November 8 - 2008,Trabzonspor,easy,4-2-3-1,SYLVA;CALE;KACAR;SONG;BALCI;CIMSIR;INAN;YATTARA;COLMAN;PROMISE;UNAL,1;3;23;4;30;5;8;11;20;14;9
Ankaraspor vs. Eskisehirspor - Sunday November 9 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;DEMIRKOL;BATAK;YOLDAS;GUVEN;KOCAK;WEEKS;HURMACI;KISA;CAKIR;DE NIGRIS,1;37;13;4;44;66;27;10;19;11;9
Ankaraspor vs. Eskisehirspor - Sunday November 9 - 2008,Eskisehirspor,hard,4-4-2,OREN;ONUR;VUCKO;TURKMEN;COSKUN;POLJAK;TORAMAN;BOZACI;KOCABEY;ANDERSON;LOVREK,87;46;27;33;75;15;23;53;21;7;19
Antalyaspor vs. Sivasspor - Sunday November 9 - 2008,Antalyaspor,hard,4-4-2,CATKIC;CAN;AK;ISIK;KAVUK;ZITOUNI;ARSLAN;OZTURK;CETIN;DJIEHOUA;OZKAN,1;3;6;19;67;11;58;54;21;29;10
Antalyaspor vs. Sivasspor - Sunday November 9 - 2008,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;BAYRAK;FABIO BILICA;DERELI;DAGASAN;BADUR;SYLLA;AYDIN;YILDIZ;TUM,1;58;27;3;61;24;26;8;7;9;54
Denizlispor vs. Kayserispor - Sunday November 9 - 2008,Denizlispor,hard,4-4-2,GONEN;CARLOS ALBERTO;KRATOCHVIL;ABRAHAM;BIRINCI;ROBERTS;DANIEL BRAGA;OLGUN;AKGUL;KINALI;LIETAVA,16;3;7;4;61;11;72;8;13;10;29
Denizlispor vs. Kayserispor - Sunday November 9 - 2008,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;GUNGOR;TOSCALI;BAYRAM;BOYRAZ;BASDAG;SAIDOU;TOPUZ;AGHAHOWA;BAHADIR,16;12;35;25;2;67;8;7;66;17;22
Fenerbahce vs. Galatasaray - Sunday November 9 - 2008,Fenerbahce,easy,4-4-2,DEMIREL;ROBERTO CARLOS;LUGANO;EDU DRACENA;GONUL;BORAL;JOSICO;SAHIN;DEIVID;GUIZA;SENTURK,1;3;2;4;77;25;16;21;99;14;23
Fenerbahce vs. Galatasaray - Sunday November 9 - 2008,Galatasaray,easy,4-2-3-1,DE SANCTIS;BALTA;ASIK;CETIN;SARIOGLU;MEIRA;AKMAN;BAROS;LINCOLN;TURAN;KARAN,26;22;21;76;55;5;18;15;10;66;99
Gaziantepspor vs. Buyuksehir Belediyespor - Sunday November 9 - 2008,Buyuksehir Belediyespor,hard,4-2-3-1,ZULALOGLU;EKSIOGLU;MARCUS VINICIUS;GULPINAR;KUS;TJIKUZU;TEKDEMIR;AKIN;INANC;ZENGIN;BEBBE,14;17;22;60;2;8;21;11;6;15;20
Gaziantepspor vs. Buyuksehir Belediyespor - Sunday November 9 - 2008,Gaziantepspor,hard,4-2-3-1,ACAR;IVAN;DEUMI;IRTEGUN;SEKMAN;CEYLAN;ZURITA;OZGUR;TABATA;YOZGATLI;EDU,23;37;12;4;6;5;8;19;10;7;9
Konyaspor vs. Genclerbirligi - Sunday November 9 - 2008,Genclerbirligi,hard,4-4-2,OZTURK;ASLANTAS;EL SAKA;TRAORE;BALAK;TROISI;AVCI;SERAS;BAYTAR;DJITE;KAHE,1;25;4;5;55;8;15;61;10;19;9
Konyaspor vs. Genclerbirligi - Sunday November 9 - 2008,Konyaspor,hard,4-4-2,JEFFERSON;KOCAK;AKYUZ;GULDUREN;TATAN;KILICASLAN;ER;ALBAYRAK;HASPOLATLI;TEHOUE;CIHAN,33;77;14;3;5;17;13;6;20;9;50
Genclerbirligi vs. Trabzonspor - Friday November 14 - 2008,Genclerbirligi,hard,4-2-3-1,OZTURK;ASLANTAS;EL SAKA;TRAORE;BALAK;ADDO;NAS;TROISI;BAYTAR;ESER;KAHE,1;25;4;5;55;24;7;8;10;21;9
Genclerbirligi vs. Trabzonspor - Friday November 14 - 2008,Trabzonspor,easy,4-2-3-1,SYLVA;CALE;KORKMAZ;SONG;CORA;GULSELAM;CIMSIR;BULUT;COLMAN;YATTARA;UNAL,1;3;16;4;18;6;5;10;20;11;9
Fenerbahce vs. Ankaraspor - Saturday November 15 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;DEMIRKOL;BATAK;YOLDAS;GUVEN;GUCER;KOCAK;HURMACI;WEEKS;TOSUN;CAKIR,1;37;13;4;44;50;66;10;27;7;11
Fenerbahce vs. Ankaraspor - Saturday November 15 - 2008,Fenerbahce,easy,4-4-2,DEMIREL;ROBERTO CARLOS;LUGANO;EDU DRACENA;GONUL;BORAL;JOSICO;SAHIN;DEIVID;GUIZA;SENTURK,1;3;2;4;77;25;16;21;99;14;23
Kocaelispor vs. Denizlispor - Saturday November 15 - 2008,Denizlispor,hard,4-4-2,GONEN;CARLOS ALBERTO;KRATOCHVIL;ABRAHAM;BIRINCI;ROBERTS;DANIEL BRAGA;OLGUN;AKGUL;KINALI;LIETAVA,16;3;7;4;61;11;72;8;13;10;29
Kocaelispor vs. Denizlispor - Saturday November 15 - 2008,Kocaelispor,hard,4-4-2,KULBILGE;BEKIROGLU;SEYHAN;YANIK;OZDIN;HACIOGLU;ASLAN;OZGUR;BUYUK;DURSUN;GULLERI,22;4;28;77;91;30;10;5;33;7;19
Bursaspor vs. Besiktas - Sunday November 16 - 2008,Besiktas,easy,4-4-2,RECBER;UZULMEZ;TORAMAN;ZAN;TANDOGAN;TELLO;ZAPOTOCNY;DELGADO;DAG;NOBRE;HOLOSKO,1;19;58;5;22;14;26;10;17;11;23
Bursaspor vs. Besiktas - Sunday November 16 - 2008,Bursaspor,hard,4-2-3-1,IVANKOV;KECELI;ERDOGAN;HAS;OZTURK;SARP;FABRICIO;ROMASHCHENKO;SIMSEK;YILDIRIM;GULEC,27;23;4;6;38;15;88;22;5;9;24
Eskisehirspor vs. Ankaragucu - Sunday November 16 - 2008,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;CHAABANI;LUIZ HENRIQUE;SUME;DURUER;CAN;ERDOGAN;EMRECIKSIN;YILMAZ;JABA,1;39;55;13;3;11;8;33;7;10;9
Eskisehirspor vs. Ankaragucu - Sunday November 16 - 2008,Eskisehirspor,hard,4-4-2,IVESA;ONUR;VUCKO;TURKMEN;COSKUN;KOCABEY;ERTUGRUL;POLJAK;OZBAYRAKTAR;YOULA;ANDERSON,1;46;27;33;75;21;55;15;10;11;7
Galatasaray vs. Buyuksehir Belediyespor - Sunday November 16 - 2008,Buyuksehir Belediyespor,hard,4-2-3-1,ZULALOGLU;EKSIOGLU;TEKDEMIR;MARCUS VINICIUS;KUS;GULPINAR;TJIKUZU;KILIC;INANC;BURUK;BEBBE,14;17;21;22;2;60;8;35;6;7;20
Galatasaray vs. Buyuksehir Belediyespor - Sunday November 16 - 2008,Galatasaray,easy,4-2-3-1,DE SANCTIS;BALTA;ASIK;CETIN;SARIOGLU;MEIRA;AKMAN;KEWELL;LINCOLN;TURAN;BAROS,26;22;21;76;55;5;18;19;10;66;15
Hacettepe Spor vs. Gaziantepspor - Sunday November 16 - 2008,Gaziantepspor,hard,4-2-3-1,ACAR;IVAN;DEUMI;IRTEGUN;EREN;CEYLAN;ZURITA;OZGUR;TABATA;YOZGATLI;EDU,23;37;12;4;34;5;8;19;10;7;9
Hacettepe Spor vs. Gaziantepspor - Sunday November 16 - 2008,Hacettepe Spor,hard,4-4-2,GULER;SAM;MEGAHED;TELI;ARSLAN;KALKAN;BEKMEZCI;TOZO;LIKA;SAHIN;MENDONCA,1;67;90;4;77;69;20;19;21;61;10
Kayserispor vs. Antalyaspor - Sunday November 16 - 2008,Antalyaspor,hard,4-4-2,CATKIC;CAN;AK;ISIK;KAVUK;OZMERT;NGWENYA;OZTURK;CETIN;ZITOUNI;OZKAN,1;3;6;19;67;8;13;54;21;11;10
